,,,,Per Game,Per Game,Per Game,Per Game,,,,,Corsi (EV),PDO (EV),Zone Starts (EV),Zone Starts (EV),Ice Time,Even Strength,Power Play,Scoring,Scoring,Goals,Goals,Scoring,Assists,Assists,Power Play,Power Play,Scoring
Nick Johnson,26,MIN,RW,0.34,0.10,0.23,1.90,146,5.5,222,65.8,-1.7,100.1,42.1,57.9,14:27,1113,0:23,77,8,8,0,18,17,1,0.000,0.013,26
Andrei Kostitsyn,26,TOT,LW,0.50,0.22,0.28,1.69,122,13.1,236,51.7,-1.6,100.9,53.5,46.5,15:07,1088,1:43,72,16,11,5,20,19,1,0.069,0.014,36
Andrew Ladd,26,WPG,LW,0.61,0.34,0.27,3.23,265,10.6,431,61.5,5.8,97.6,57.6,42.4,19:34,1604,2:36,82,28,24,4,22,14,8,0.049,0.098,50
Maxim Lapierre,26,VAN,C,0.23,0.11,0.12,1.26,103,8.7,168,61.3,-10.5,100.7,22.3,77.7,11:14,921,0:04,82,9,9,0,10,10,0,0.000,0.000,19
Mark Letestu,26,TOT,C,0.40,0.18,0.23,1.84,114,9.6,188,60.6,3.2,98.6,47.2,52.8,15:39,970,2:35,62,11,7,4,14,10,4,0.065,0.065,25
Pierre-Luc Letourneau-Leblond,26,CGY,RW,0.00,0.00,0.00,1.00,3,0,4,75,-18.5,112.5,66.7,33.3,4:51,15,0:03,3,0,0,0,0,0,0,0.000,0.000,0
Clarke MacArthur,26,TOR,LW,0.59,0.27,0.32,2.03,148,13.5,280,52.9,2.2,101.2,53,47,15:51,1157,2:00,73,20,17,3,23,17,6,0.041,0.082,43
Mark Mancari,26,VAN,RW,0.00,0.00,0.00,0.83,5,0,10,50,-3,100,32.1,67.9,8:19,50,0:00,6,0,0,0,0,0,0,0.000,0.000,0
Andrej Meszaros,26,PHI,D,0.40,0.11,0.29,1.84,114,6.1,239,47.7,-1.6,100.2,51.8,48.2,20:40,1281,1:24,62,7,5,2,18,17,1,0.032,0.016,25
Marc Methot,26,CBJ,D,0.15,0.02,0.13,0.91,42,2.4,89,47.2,-9,98.1,46.2,53.8,20:03,922,0:03,46,1,1,0,6,6,0,0.000,0.000,7
Petteri Nokelainen,26,TOT,C,0.13,0.05,0.07,0.66,37,8.1,69,53.6,-3.1,97.5,41.8,58.2,8:48,493,0:10,56,3,3,0,4,4,0,0.000,0.000,7
Patrick O'Sullivan,26,PHX,C,0.17,0.09,0.09,1.48,34,5.9,56,60.7,-8.4,97.8,58,42,11:03,254,1:54,23,2,2,0,2,1,1,0.000,0.043,4
Rostislav Olesz,26,CHI,C,0.00,0.00,0.00,1.00,6,0,8,75,-15.3,96.2,58.1,41.9,9:06,55,0:00,6,0,0,0,0,0,0,0.000,0.000,0
Alex Ovechkin,26,WSH,LW,0.83,0.49,0.35,3.88,303,12.5,565,53.6,-1.7,101.1,53.3,46.7,19:48,1544,3:38,78,38,25,13,27,17,10,0.167,0.128,65
Corey Perry,26,ANA,RW,0.75,0.46,0.29,3.46,277,13.4,460,59.6,6.9,98.6,49.1,50.9,21:23,1710,3:33,80,37,22,14,23,13,9,0.175,0.113,60
Dion Phaneuf,26,TOR,D,0.54,0.15,0.39,2.46,202,5.9,420,48.1,2,98.7,50.3,49.7,25:17,2074,3:33,82,12,5,7,32,16,15,0.085,0.183,44
Alexandre Picard,26,PIT,D,0.24,0.00,0.24,0.59,10,0,19,52.6,6.2,99.8,69.7,30.3,13:09,223,0:26,17,0,0,0,4,4,0,0.000,0.000,4
Marc Pouliot,26,PHX,C,0.31,0.00,0.31,1.46,19,0,33,57.6,0,97.8,49.2,50.8,11:11,145,0:02,13,0,0,0,4,4,0,0.000,0.000,4
Darroll Powe,26,MIN,C,0.16,0.07,0.09,1.33,109,5.5,189,57.7,-5,97.2,40,60,13:59,1147,0:03,82,6,6,0,7,7,0,0.000,0.000,13
Teddy Purcell,26,TBL,RW,0.80,0.30,0.51,1.88,152,15.8,272,55.9,3.3,103.1,57.3,42.7,16:08,1307,2:33,81,24,16,8,41,30,11,0.099,0.136,65
Kyle Quincey,26,TOT,D,0.36,0.10,0.26,2.33,168,4.2,336,50,-0.9,98.9,57.7,42.3,21:52,1574,2:21,72,7,3,4,19,11,6,0.056,0.083,26
Mason Raymond,26,VAN,LW,0.36,0.18,0.18,2.27,125,8,204,61.3,-1.3,101.1,60.5,39.5,15:35,857,1:08,55,10,8,1,10,10,0,0.018,0.000,20
Mike Richards,26,LAK,C,0.59,0.24,0.35,2.31,171,10.5,354,46,-8,100.9,49.5,50.5,18:53,1398,3:04,74,18,11,3,26,15,11,0.041,0.149,44
Brad Richardson,26,LAK,RW,0.14,0.08,0.05,1.66,98,5.1,187,52.4,5.6,95.9,52.1,47.9,12:52,759,0:14,59,5,4,0,3,3,0,0.000,0.000,8
Jay Rosehill,26,TOR,D,0.00,0.00,0.00,0.48,15,0,21,71.4,-6.6,95.1,63.1,36.9,5:55,183,0:00,31,0,0,0,0,0,0,0.000,0.000,0
Mike Santorelli,26,FLA,C,0.18,0.15,0.03,1.95,117,7.7,178,65.7,-0.5,97.2,53.8,46.2,12:24,744,1:05,60,9,7,2,2,1,1,0.033,0.017,11
Brent Seabrook,26,CHI,D,0.44,0.12,0.32,2.00,156,5.8,304,51.3,-1.4,100.5,49.6,50.4,24:43,1929,2:15,78,9,7,2,25,22,2,0.026,0.026,34
Trevor Smith,26,TBL,LW,0.31,0.13,0.19,1.06,17,11.8,25,68,-0.4,105.6,29.1,70.9,12:28,199,0:33,16,2,2,0,3,2,0,0.000,0.000,5
Frédéric St. Denis,26,MTL,D,0.18,0.06,0.12,0.65,11,9.1,26,42.3,0,101.7,51.6,48.4,14:31,247,0:35,17,1,1,0,2,2,0,0.000,0.000,3
Drew Stafford,26,BUF,RW,0.63,0.25,0.38,2.83,226,8.8,377,59.9,0.8,101.5,54,46,17:39,1412,2:15,80,20,16,3,30,26,4,0.038,0.050,50
Viktor Stalberg,26,CHI,LW,0.54,0.28,0.27,2.72,215,10.2,369,58,3.9,98.7,63.6,36.4,14:04,1112,0:27,79,22,22,0,21,21,0,0.000,0.000,43
Paul Stastny,26,COL,C,0.67,0.27,0.41,2.41,190,11.1,304,62.5,-1.8,98.7,50,50,18:50,1488,2:21,79,21,14,7,32,20,12,0.089,0.152,53
Clayton Stoner,26,MIN,D,0.10,0.02,0.08,0.92,47,2.1,103,45.6,0.2,101.3,37.5,62.5,17:36,897,0:01,51,1,1,0,4,4,0,0.000,0.000,5
Zack Stortini,26,NSH,RW,0.00,0.00,0.00,1.00,1,0,1,100,,100,50,50,4:53,5,0:00,1,0,0,0,0,0,0,0.000,0.000,0
Paul Szczechura,26,BUF,C,0.44,0.11,0.33,1.22,11,9.1,18,61.1,-4.4,102.8,54.4,45.6,11:26,103,0:00,9,1,1,0,3,3,0,0.000,0.000,4
Joe Vitale,26,PIT,C,0.21,0.06,0.15,1.03,70,5.7,122,57.4,-7,98.7,43.6,56.4,11:11,760,0:02,68,4,4,0,10,9,0,0.000,0.000,14
Aaron Volpatti,26,VAN,RW,0.04,0.04,0.00,0.74,17,5.9,35,48.6,-17.4,99.5,21.3,78.8,8:58,206,0:05,23,1,1,0,0,0,0,0.000,0.000,1
Shea Weber,26,NSH,D,0.63,0.24,0.38,2.95,230,8.3,434,53,3.5,102.5,45.2,54.8,26:10,2041,3:31,78,19,7,10,30,18,12,0.128,0.154,49
Daniel Winnik,26,TOT,C,0.27,0.10,0.18,2.19,184,4.3,306,60.1,-0.4,97.4,46.3,53.7,16:42,1402,0:18,84,8,7,0,15,14,0,0.000,0.000,23
Brandon Yip,26,TOT,RW,0.20,0.09,0.11,1.17,41,7.3,65,63.1,-9,102.1,46.1,53.9,10:41,374,0:28,35,3,3,0,4,4,0,0.000,0.000,7
Travis Zajac,26,NJD,C,0.40,0.13,0.27,1.67,25,8,39,64.1,-3.1,99.5,53.1,46.9,17:22,261,1:10,15,2,1,1,4,4,0,0.067,0.000,6
Anton Babchuk,27,CGY,D,0.31,0.06,0.25,1.50,48,4.2,124,38.7,-0.5,102.7,51.1,48.9,14:29,464,2:27,32,2,1,1,8,6,2,0.031,0.063,10
David Backes,27,STL,RW,0.66,0.29,0.37,2.85,234,10.3,397,58.9,-0.7,100.9,45.7,54.3,20:00,1640,2:24,82,24,14,8,30,20,9,0.098,0.110,54
Sean Bergenheim,27,FLA,LW,0.37,0.27,0.10,2.98,185,9.2,292,63.4,4.2,97.9,46.6,53.4,16:25,1018,1:41,62,17,11,5,6,6,0,0.081,0.000,23
Byron Bitz,27,VAN,RW,0.40,0.10,0.30,0.60,6,16.7,10,60,-9.7,105.5,42.4,57.6,10:30,105,0:03,10,1,1,0,3,3,0,0.000,0.000,4
David Booth,27,TOT,LW,0.48,0.26,0.23,2.56,159,10.1,261,60.5,6.3,97.5,58.9,41.1,14:56,926,1:46,62,16,13,3,14,9,5,0.048,0.081,30
Pierre-Marc Bouchard,27,MIN,C,0.59,0.24,0.35,2.27,84,10.7,141,59.6,8.4,99.9,51.7,48.3,16:19,604,3:24,37,9,7,2,13,8,5,0.054,0.135,22
Darryl Boyce,27,TOT,C,0.14,0.03,0.11,0.68,25,4,55,45.5,-5.9,96.8,41.5,58.5,9:59,369,0:02,37,1,1,0,4,4,0,0.000,0.000,5
Brian Boyle,27,NYR,C,0.32,0.13,0.18,2.01,165,6.7,301,54.8,-3,100,28.7,71.3,15:14,1250,0:50,82,11,11,0,15,13,1,0.000,0.012,26
Tim Brent,27,CAR,C,0.30,0.15,0.15,0.90,71,16.9,120,59.2,-7.2,100.6,49.2,50.8,10:53,860,1:33,79,12,8,3,12,8,4,0.038,0.051,24
Kyle Brodziak,27,MIN,C,0.54,0.27,0.27,1.95,160,13.8,283,56.5,-1.8,99,39.4,60.6,19:04,1563,1:40,82,22,17,5,22,16,6,0.061,0.073,44
Dustin Brown,27,LAK,RW,0.66,0.27,0.39,2.61,214,10.3,393,53.7,1.2,100.8,52.2,47.8,20:10,1654,3:18,82,22,12,9,32,23,7,0.110,0.085,54
Chris Campoli,27,MTL,D,0.26,0.05,0.21,1.00,43,4.7,86,50,-1,99.8,49,51,17:12,740,2:01,43,2,2,0,9,6,3,0.000,0.070,11
Daniel Carcillo,27,CHI,LW,0.39,0.07,0.32,0.96,27,7.4,55,49.1,3.3,105.3,62.4,37.6,11:24,319,0:20,28,2,2,0,9,9,0,0.000,0.000,11
Matt Carle,27,PHI,D,0.46,0.05,0.41,1.61,132,3,292,45.2,0.2,99.8,49.6,50.4,23:01,1888,2:38,82,4,1,3,34,25,9,0.037,0.110,38
Jeff Carter,27,TOT,C,0.62,0.38,0.24,3.35,184,11.4,312,59,-3.5,98.4,50.2,49.8,19:11,1055,3:06,55,21,11,10,13,10,3,0.182,0.055,34
David Clarkson,27,NJD,RW,0.58,0.38,0.20,2.85,228,13.2,354,64.4,0.3,98.6,49.6,50.4,16:22,1309,3:03,80,30,22,8,16,8,8,0.100,0.100,46
Andre Deveaux,27,NYR,C,0.11,0.00,0.11,0.22,2,0,4,50,7.5,120.8,37.9,62.1,5:23,48,0:10,9,0,0,0,1,1,0,0.000,0.000,1
Davis Drewiske,27,LAK,D,0.22,0.22,0.00,1.22,11,18.2,22,50,-2.3,98.7,65.3,34.7,12:34,113,0:04,9,2,2,0,0,0,0,0.000,0.000,2
Patrick Eaves,27,DET,RW,0.10,0.00,0.10,2.40,24,0,34,70.6,-2.8,96.2,60.9,39.1,11:03,110,0:10,10,0,0,0,1,1,0,0.000,0.000,1
Toby Enstrom,27,WPG,D,0.53,0.10,0.44,1.52,94,6.4,183,51.4,5,99.6,53.4,46.6,23:51,1478,3:17,62,6,4,2,27,18,9,0.032,0.145,33
Jonathan Ericsson,27,DET,D,0.16,0.01,0.14,0.91,63,1.6,135,46.7,-0.4,101.9,59,41,17:05,1179,0:06,69,1,1,0,10,10,0,0.000,0.000,11
Valtteri Filppula,27,DET,C,0.81,0.28,0.53,1.78,144,16,262,55,-5.1,103.6,53.2,46.8,18:16,1479,2:27,81,23,19,3,43,35,8,0.037,0.099,66
Tomas Fleischmann,27,FLA,LW,0.74,0.33,0.41,2.65,217,12.4,416,52.2,-0.9,99.8,58.9,41.1,19:06,1566,3:10,82,27,21,6,34,18,16,0.073,0.195,61
Mark Flood,27,WPG,D,0.21,0.09,0.12,0.91,30,10,77,39,-4.3,99.1,52.8,47.2,15:21,507,1:01,33,3,2,1,4,3,1,0.030,0.030,7
Colin Fraser,27,LAK,C,0.12,0.03,0.09,0.81,54,3.7,98,55.1,-4.8,98.7,46,54,9:44,652,0:06,67,2,2,0,6,6,0,0.000,0.000,8
Jason Garrison,27,FLA,D,0.43,0.21,0.22,2.18,168,9.5,350,48,3.2,100.4,54.5,45.5,23:42,1825,2:31,77,16,7,9,17,13,3,0.117,0.039,33
Bruno Gervais,27,TBL,D,0.26,0.12,0.14,1.14,57,10.5,117,48.7,4.5,99,60.1,39.9,14:16,713,0:42,50,6,5,1,7,6,1,0.020,0.020,13
Matt Gilroy,27,TOT,D,0.30,0.04,0.25,1.19,80,3.8,161,49.7,-1.5,100.8,51.6,48.4,17:30,1173,0:31,67,3,3,0,17,17,0,0.000,0.000,20
Dan Girardi,27,NYR,D,0.35,0.06,0.29,1.49,122,4.1,245,49.8,-2.5,101.3,43.9,56.1,26:15,2152,1:45,82,5,4,1,24,14,9,0.012,0.110,29
Josh Gorges,27,MTL,D,0.20,0.02,0.17,0.72,59,3.4,145,40.7,-1.1,101.6,43.3,56.7,22:38,1856,0:25,82,2,2,0,14,14,0,0.000,0.000,16
Nicklas Grossmann,27,TOT,D,0.15,0.00,0.15,0.76,56,0,135,41.5,-8.9,100.8,43.7,56.3,18:49,1392,0:04,74,0,0,0,11,11,0,0.000,0.000,11
Cam Janssen,27,NJD,RW,0.02,0.00,0.02,0.35,17,0,24,70.8,-9.5,91.7,60.4,39.6,4:41,225,0:01,48,0,0,0,1,1,0,0.000,0.000,1
David Jones,27,COL,RW,0.51,0.28,0.24,1.89,136,14.7,247,55.1,-5.7,98.9,50.9,49.1,15:45,1134,1:52,72,20,16,3,17,14,3,0.042,0.042,37
Ryan Jones,27,EDM,LW,0.42,0.22,0.20,1.73,137,12.4,228,60.1,-3.3,99.5,44,56,15:26,1219,0:51,79,17,12,3,16,12,3,0.038,0.038,33
Andrew Joudrey,27,CBJ,C,0.00,0.00,0.00,1.00,1,0,1,100,,100,0,100,9:16,9,0:00,1,0,0,0,0,0,0,0.000,0.000,0
Ryan Kesler,27,VAN,C,0.64,0.29,0.35,2.88,222,9.9,416,53.4,2.3,101,48.8,51.2,20:06,1547,3:28,77,22,13,8,27,15,11,0.104,0.143,49
D.J. King,27,WSH,LW,0.00,0.00,0.00,1.00,1,0,1,100,-4.7,100,16.7,83.3,6:58,7,0:00,1,0,0,0,0,0,0,0.000,0.000,0
Kevin Klein,27,NSH,D,0.32,0.06,0.26,1.38,91,4.4,180,50.6,-4.6,99.6,41.2,58.8,19:56,1316,0:16,66,4,4,0,17,15,1,0.000,0.015,21
Sami Lepisto,27,CHI,D,0.12,0.04,0.08,0.73,19,5.3,39,48.7,-1.5,102.1,62.3,37.7,10:34,275,0:10,26,1,1,0,2,2,0,0.000,0.000,3
Ben Lovejoy,27,PIT,D,0.15,0.03,0.12,1.41,48,2.1,100,48,-0.5,99.9,58.1,41.9,13:15,451,0:02,34,1,1,0,4,4,0,0.000,0.000,5
Mike Lundin,27,MIN,D,0.12,0.00,0.12,0.53,9,0,26,34.6,-6.7,100.2,36.4,63.6,20:12,344,0:35,17,0,0,0,2,2,0,0.000,0.000,2
Colin McDonald,27,PIT,C,0.00,0.00,0.00,1.20,6,0,11,54.5,-8.4,100.5,33.3,66.7,8:28,42,0:33,5,0,0,0,0,0,0,0.000,0.000,0
Cody McLeod,27,COL,LW,0.15,0.08,0.07,0.83,62,9.7,105,59,-5,100.7,54.9,45.1,7:12,540,0:01,75,6,6,0,5,5,0,0.000,0.000,11
Derek Meech,27,WPG,D,0.00,0.00,0.00,1.00,2,0,4,50,,106.7,62.5,37.5,11:27,23,1:17,2,0,0,0,0,0,0,0.000,0.000,0
Milan Michalek,27,OTT,RW,0.78,0.45,0.32,2.75,212,16.5,383,55.4,-2,101.2,62.2,37.8,19:33,1506,2:54,77,35,24,10,25,19,5,0.130,0.065,60
Drew Miller,27,DET,LW,0.31,0.18,0.14,1.64,131,10.7,194,67.5,-1.5,100,61.2,38.8,12:52,1030,0:05,80,14,14,0,11,11,0,0.000,0.000,25
John Mitchell,27,NYR,C,0.25,0.08,0.17,1.02,64,7.8,117,54.7,2.5,101.9,45.4,54.6,10:10,640,0:39,63,5,5,0,11,9,2,0.000,0.032,16
Torrey Mitchell,27,SJS,C,0.25,0.12,0.13,1.32,100,9,175,57.1,-4.3,98.5,47.2,52.8,12:26,945,0:09,76,9,9,0,10,10,0,0.000,0.000,19
Rick Nash,27,CBJ,LW,0.72,0.37,0.35,3.73,306,9.8,505,60.4,-3.1,99.2,53.3,46.7,19:05,1565,3:27,82,30,22,6,29,16,13,0.073,0.159,59
Frans Nielsen,27,NYI,C,0.57,0.21,0.37,1.62,133,12.8,232,57.3,1.5,98.6,44.2,55.8,17:27,1431,2:29,82,17,12,5,30,20,10,0.061,0.122,47
Ryan O'Byrne,27,COL,D,0.09,0.01,0.08,0.57,42,2.4,110,38.2,-9.5,100.4,31.9,68.1,18:51,1395,0:01,74,1,1,0,6,6,0,0.000,0.000,7
Daniel Paille,27,BOS,LW,0.22,0.13,0.09,1.25,86,10.5,135,63,-11.2,99.2,44.8,55.2,11:30,793,0:03,69,9,7,0,6,6,0,0.000,0.000,15
Adam Pardy,27,DAL,D,0.08,0.00,0.08,0.81,29,0,56,51.8,-2.8,98.5,51.3,48.7,16:28,593,0:05,36,0,0,0,3,3,0,0.000,0.000,3
Zach Parise,27,NJD,C,0.84,0.38,0.46,3.57,293,10.6,414,70.3,1.8,98.8,53.9,46.1,21:29,1762,3:26,82,31,21,7,38,27,7,0.085,0.085,69
Scott Parse,27,LAK,C,0.22,0.22,0.00,1.00,9,22.2,13,69.2,-6.7,102.8,53.6,46.4,11:17,102,0:33,9,2,1,1,0,0,0,0.111,0.000,2
Joe Pavelski,27,SJS,C,0.74,0.38,0.37,3.28,269,11.5,503,53.5,3.6,101,47.8,52.2,20:37,1690,3:12,82,31,22,8,30,20,10,0.098,0.122,61
Rod Pelley,27,TOT,C,0.06,0.04,0.02,0.85,44,4.5,70,62.9,-7.3,98.8,49.7,50.3,7:45,403,0:01,52,2,2,0,1,1,0,0.000,0.000,3
Lennart Petrell,27,EDM,C,0.15,0.07,0.08,0.60,36,11.1,76,47.4,-9.7,96.6,47.8,52.2,9:38,578,0:01,60,4,3,0,5,4,0,0.000,0.000,9
Joe Piskula,27,CGY,D,0.00,0.00,0.00,0.40,2,0,6,33.3,-11.8,84.8,50,50,10:54,54,0:00,5,0,0,0,0,0,0,0.000,0.000,0
Chris Porter,27,STL,C,0.15,0.09,0.06,1.30,61,6.6,96,63.5,-4.7,98.5,65,35,10:24,488,0:02,47,4,4,0,3,3,0,0.000,0.000,7
Brandon Prust,27,NYR,LW,0.21,0.06,0.15,0.83,68,7.4,108,63,-6.5,100.3,33.1,66.9,11:57,979,0:04,82,5,3,0,12,12,0,0.000,0.000,17
Dylan Reese,27,NYI,D,0.25,0.04,0.21,0.93,26,3.8,65,40,3.7,99.2,48.4,51.6,17:05,478,0:06,28,1,1,0,6,6,0,0.000,0.000,7
Bryan Rodney,27,EDM,D,0.00,0.00,0.00,0.00,0,,2,0,,92.9,60,40,13:17,13,1:42,1,0,0,0,0,0,0,0.000,0.000,0
Alexander Semin,27,WSH,LW,0.70,0.27,0.43,2.38,183,11.5,393,46.3,5.4,101,50.3,49.7,16:47,1293,2:31,77,21,19,2,33,24,9,0.026,0.117,54
Tim Sestito,27,NJD,LW,0.00,0.00,0.00,0.33,6,0,15,40,-4.5,93.4,48.5,51.5,8:15,149,0:02,18,0,0,0,0,0,0,0.000,0.000,0
Derek Smith,27,CGY,D,0.23,0.04,0.19,0.94,44,4.5,107,41.1,-2.5,100.1,50.9,49.1,15:56,749,1:00,47,2,2,0,9,5,4,0.000,0.085,11
Eric Staal,27,CAR,C,0.85,0.29,0.56,3.20,262,9.2,475,54.9,2.1,97.6,50.1,49.9,21:33,1767,3:38,82,24,14,7,46,28,16,0.085,0.195,70
Brad Staubitz,27,TOT,RW,0.02,0.02,0.00,0.44,27,3.7,55,49.1,-5.4,99,44.8,55.2,6:31,404,0:00,62,1,1,0,0,0,0,0.000,0.000,1
Alex Steen,27,STL,C,0.65,0.35,0.30,3.12,134,11.2,278,48.2,9.4,105.1,53,47,19:08,822,2:30,43,15,12,3,13,11,2,0.070,0.047,28
Brett Sterling,27,STL,LW,0.00,0.00,0.00,1.25,5,0,8,62.5,12.8,84.8,84.6,15.4,7:34,30,1:14,4,0,0,0,0,0,0,0.000,0.000,0
Anthony Stewart,27,CAR,C,0.26,0.12,0.14,0.83,64,14.1,105,61,-4.5,101.8,56.6,43.4,8:07,626,0:21,77,9,9,0,11,9,2,0.000,0.026,20
Tyson Strachan,27,FLA,RW,0.20,0.07,0.13,0.93,14,7.1,33,42.4,-2.2,101.4,54.7,45.3,14:21,215,0:07,15,1,1,0,2,2,0,0.000,0.000,3
Mark Stuart,27,WPG,D,0.18,0.04,0.14,0.75,60,5,169,35.5,-5,99.7,49.6,50.4,17:12,1376,0:01,80,3,2,0,11,11,0,0.000,0.000,14
Alexander Sulzer,27,TOT,D,0.33,0.11,0.22,1.22,33,9.1,79,41.8,-1,104,49.6,50.4,17:49,481,0:21,27,3,3,0,6,5,1,0.000,0.037,9
Ryan Suter,27,NSH,D,0.58,0.09,0.49,1.70,134,5.2,242,55.4,1.6,102.3,46.4,53.6,26:30,2094,3:41,79,7,3,3,39,16,22,0.038,0.278,46
Maxime Talbot,27,PHI,C,0.42,0.23,0.19,1.42,115,16.5,193,59.1,-3.1,100,40.4,59.6,16:00,1296,0:14,81,19,16,1,15,13,1,0.012,0.012,34
Nate Thompson,27,TBL,C,0.22,0.13,0.09,1.25,85,10.6,135,63,-6.3,94.5,33.2,66.8,14:49,1008,0:08,68,9,9,0,6,6,0,0.000,0.000,15
Tim Wallace,27,TOT,RW,0.18,0.06,0.12,0.53,26,11.5,48,54.2,-3.8,99.2,41.1,58.9,8:36,421,0:06,49,3,3,0,6,6,0,0.000,0.000,9
Francis Wathier,27,DAL,LW,0.00,0.00,0.00,0.00,0,,0,,,100,28.6,71.4,5:25,5,0:00,1,0,0,0,0,0,0,0.000,0.000,0
Kevin Westgarth,27,LAK,RW,0.08,0.04,0.04,0.52,13,7.7,23,56.5,-8.9,95.2,51.5,48.5,5:16,132,0:00,25,1,1,0,1,1,0,0.000,0.000,2
Ian White,27,DET,D,0.42,0.09,0.32,2.55,196,3.6,404,48.5,0.9,101.8,57.3,42.7,22:59,1770,2:59,77,7,7,0,25,15,10,0.000,0.130,32
Derek Whitmore,27,BUF,LW,0.00,0.00,0.00,1.00,2,0,5,40,,100,62.5,37.5,12:31,25,1:12,2,0,0,0,0,0,0,0.000,0.000,0
Kyle Wilson,27,NSH,C,0.00,0.00,0.00,0.40,2,0,4,50,-8.8,97.2,59.1,40.9,8:09,41,0:00,5,0,0,0,0,0,0,0.000,0.000,0
James Wisniewski,27,CBJ,D,0.56,0.13,0.44,2.06,99,6.1,215,46,-4.4,98.6,48.9,51.1,24:48,1190,3:53,48,6,4,2,21,11,10,0.042,0.208,27
Brendan Bell,28,NYR,D,0.00,0.00,0.00,2.00,2,0,4,50,,90,100,0,11:26,11,0:00,1,0,0,0,0,0,0,0.000,0.000,0
Jay Bouwmeester,28,CGY,D,0.35,0.06,0.29,1.30,107,4.7,240,44.6,-6,99.5,45.1,54.9,25:57,2129,2:10,82,5,3,2,24,16,8,0.024,0.098,29
Johnny Boychuk,28,BOS,D,0.19,0.06,0.13,2.22,171,2.9,354,48.3,1.6,101.1,53.7,46.3,20:37,1587,0:19,77,5,5,0,10,10,0,0.000,0.000,15
Gregory Campbell,28,BOS,C,0.21,0.10,0.10,0.95,74,10.8,131,56.5,-13.1,100.3,42,58,12:48,998,0:09,78,8,8,0,8,8,0,0.000,0.000,16
Ryan Carter,28,TOT,C,0.11,0.06,0.06,0.69,50,8,88,56.8,-6.6,95.6,48.1,51.9,10:21,745,0:03,72,4,4,0,4,4,0,0.000,0.000,8
Erik Christensen,28,TOT,C,0.24,0.14,0.10,0.90,44,15.9,89,49.4,-5,97.1,49.4,50.6,10:24,510,1:27,49,7,4,3,5,4,1,0.061,0.020,12
Sean Collins,28,WSH,D,0.00,0.00,0.00,1.50,3,0,5,60,,87.7,42.9,57.1,10:56,22,0:00,2,0,0,0,0,0,0,0.000,0.000,0
Chris Conner,28,DET,RW,0.38,0.13,0.25,1.25,10,10,17,58.8,-2.6,105.3,48,52,10:34,85,0:00,8,1,1,0,2,2,0,0.000,0.000,3
Joey Crabb,28,TOR,RW,0.39,0.16,0.22,1.12,75,14.7,144,52.1,-1.2,100.6,42.9,57.1,13:27,901,0:06,67,11,9,0,15,15,0,0.000,0.000,26
Trevor Daley,28,DAL,D,0.32,0.05,0.27,1.70,134,3,283,47.3,-4.3,100.4,47.1,52.9,21:39,1710,2:10,79,4,3,1,21,16,5,0.013,0.063,25
Patrick Dwyer,28,CAR,RW,0.16,0.07,0.10,1.64,120,4.2,212,56.1,-3.6,99.8,37.1,62.9,15:22,1122,0:15,73,5,3,0,7,6,1,0.000,0.014,12
Ben Eager,28,EDM,LW,0.21,0.13,0.08,1.10,69,11.6,121,57,-5.7,101.6,49.3,50.7,8:32,538,0:03,63,8,8,0,5,5,0,0.000,0.000,13
Steve Eminger,28,NYR,D,0.12,0.05,0.07,0.45,19,10.5,45,42.2,-4.7,100.5,51.6,48.4,13:17,558,0:05,42,2,2,0,3,1,1,0.000,0.024,5
Stephen Gionta,28,NJD,RW,1.00,1.00,0.00,2.00,2,50,4,50,0.8,114.3,40,60,10:37,11,0:00,1,1,1,0,0,0,0,0.000,0.000,1
Mark Giordano,28,CGY,D,0.44,0.15,0.30,2.05,125,7.2,271,46.1,-0.6,100.7,52,48,23:01,1404,3:21,61,9,4,5,18,12,5,0.082,0.082,27
Tanner Glass,28,WPG,LW,0.21,0.06,0.14,1.10,86,5.8,138,62.3,-11.9,99,33.4,66.6,13:25,1047,0:06,78,5,5,0,11,11,0,0.000,0.000,16
Marcel Goc,28,FLA,C,0.47,0.19,0.28,1.70,97,11.3,149,65.1,3.9,100.5,37.5,62.5,17:37,1004,1:14,57,11,8,3,16,15,1,0.053,0.018,27
Boyd Gordon,28,PHX,RW,0.31,0.11,0.20,1.52,114,7,171,66.7,-7.3,102.3,39,61,15:56,1194,0:07,75,8,7,0,15,13,0,0.000,0.000,23
Mikhail Grabovski,28,TOR,C,0.69,0.31,0.38,2.20,163,14.1,326,50,5.3,100.3,52,48,17:36,1303,2:05,74,23,18,5,28,23,5,0.068,0.068,51
Matt Greene,28,LAK,D,0.18,0.05,0.13,0.93,76,5.3,174,42.5,-1.3,98.4,47.2,52.8,16:40,1367,0:06,82,4,4,0,11,10,0,0.000,0.000,15
Peter Harrold,28,NJD,D,0.18,0.00,0.18,1.00,11,0,18,61.1,-5.2,98.2,59.7,40.3,14:36,161,0:45,11,0,0,0,2,1,1,0.000,0.091,2
Ales Hemsky,28,EDM,RW,0.52,0.14,0.38,1.99,137,7.3,256,53.5,3.4,98.6,51.2,48.8,17:36,1214,2:08,69,10,9,1,26,18,8,0.014,0.116,36
Chris Higgins,28,VAN,C,0.61,0.25,0.35,2.32,165,10.9,251,65.7,-0.9,101.8,47,53,16:19,1158,1:42,71,18,16,1,25,18,7,0.014,0.099,43
