,,,,Per Game,Per Game,Per Game,Per Game,,,,,Corsi (EV),PDO (EV),Zone Starts (EV),Zone Starts (EV),Ice Time,Even Strength,Power Play,Scoring,Scoring,Goals,Goals,Scoring,Assists,Assists,Power Play,Power Play,Scoring
Kris Versteeg,26,FLA,RW,0.40,0.20,0.20,2.00,20,10,33,60.6,-8.1,91.6,64.6,35.4,16:53,13:57,2:30,10,2,2,0,2,1,1,0.000,0.100,4
Tom Wandell,26,DAL,C,0.06,0.06,0.00,0.78,14,7.1,36,38.9,2.9,101,50,50,8:27,8:00,0:05,18,1,1,0,0,0,0,0.000,0.000,1
Blake Wheeler,26,WPG,RW,0.85,0.40,0.46,2.69,129,14.7,228,56.6,0.2,99.4,50.4,49.6,18:48,15:51,2:36,48,19,17,2,22,17,5,0.042,0.104,41
Wojtek Wolski,26,WSH,LW,0.33,0.15,0.19,1.81,49,8.2,80,61.3,4.3,98.2,44,56,13:21,12:12,1:08,27,4,4,0,5,4,1,0.000,0.037,9
J.T. Wyman,26,TBL,RW,0.00,0.00,0.00,0.00,0,,0,,,75,66.7,33.3,13:31,11:58,0:00,1,0,0,0,0,0,0,0.000,0.000,0
Keith Yandle,26,PHX,D,0.63,0.21,0.42,2.71,130,7.7,273,47.6,1,100.6,59.4,40.6,22:15,18:39,3:30,48,10,5,5,20,15,5,0.104,0.104,30
Mike Angelidis,27,TBL,C,0.00,0.00,0.00,0.00,0,,1,0,-33.8,100,50,50,7:22,6:56,0:00,1,0,0,0,0,0,0,0.000,0.000,0
Jay Beagle,27,WSH,C,0.17,0.04,0.13,1.17,56,3.6,97,57.7,-3.6,99.9,39.4,60.6,12:06,9:50,0:08,48,2,2,0,6,6,0,0.000,0.000,8
Patrice Bergeron,27,BOS,C,0.76,0.24,0.52,2.98,125,8,211,59.2,5.9,104.1,42.6,57.4,19:18,14:54,2:10,42,10,8,2,22,19,2,0.048,0.048,32
Steve Bernier,27,NJD,RW,0.32,0.17,0.15,1.87,88,9.1,126,69,-3,96.8,51.3,48.7,13:46,11:46,1:57,47,8,6,2,7,5,2,0.043,0.043,15
Paul Bissonnette,27,PHX,LW,0.21,0.00,0.21,0.46,13,0,23,56.5,-1.9,101.9,67.1,32.9,5:25,5:25,0:00,28,0,0,0,6,6,0,0.000,0.000,6
Alexandre Bolduc,27,PHX,C,0.00,0.00,0.00,1.21,17,0,24,70.8,-2.7,90,68.5,31.5,7:38,7:35,0:02,14,0,0,0,0,0,0,0.000,0.000,0
Chris Bourque,27,BOS,LW,0.22,0.06,0.17,1.33,24,4.2,44,54.5,-5.5,91.3,53.8,46.2,12:05,9:59,2:05,18,1,1,0,3,0,3,0.000,0.167,4
Troy Brouwer,27,WSH,RW,0.70,0.40,0.30,2.36,111,17.1,187,59.4,-2.8,99.7,43.8,56.2,18:32,13:38,3:22,47,19,11,7,14,5,9,0.149,0.191,33
Mike Brown,27,TOT,RW,0.05,0.03,0.03,0.46,18,5.6,48,37.5,-8.7,96.8,53,47,7:31,7:22,0:03,39,1,1,0,1,1,0,0.000,0.000,2
Brent Burns,27,SJS,D,0.67,0.30,0.37,2.70,81,11.1,153,52.9,6.7,99,56.1,43.9,16:17,14:21,1:54,30,9,7,2,11,10,1,0.067,0.033,20
Dustin Byfuglien,27,WPG,D,0.65,0.19,0.47,3.30,142,5.6,275,51.6,0,100.3,50.9,49.1,24:44,20:18,3:35,43,8,4,4,20,14,6,0.093,0.140,28
Ryan Callahan,27,NYR,RW,0.69,0.36,0.33,3.20,144,11.1,245,58.8,-1.9,100.9,52.3,47.7,21:31,15:44,3:12,45,16,8,6,15,12,2,0.133,0.044,31
Brett Carson,27,CGY,D,0.10,0.00,0.10,0.80,8,0,13,61.5,4.4,97.6,63.6,36.4,10:56,10:37,0:13,10,0,0,0,1,1,0,0.000,0.000,1
Roman Cervenka,27,CGY,C,0.44,0.23,0.21,1.31,51,17.6,103,49.5,-3.4,95.1,44.3,55.7,13:08,11:30,1:37,39,9,8,1,8,5,3,0.026,0.077,17
Grant Clitsome,27,WPG,D,0.36,0.09,0.27,1.27,56,7.1,118,47.5,-0.5,103.5,50,50,18:50,16:19,1:02,44,4,2,2,12,11,1,0.045,0.023,16
Braydon Coburn,27,PHI,D,0.15,0.03,0.12,1.15,38,2.6,102,37.3,-4.5,96.1,39.3,60.7,22:37,18:45,0:23,33,1,1,0,4,4,0,0.000,0.000,5
Adam Cracknell,27,STL,RW,0.30,0.10,0.20,1.05,21,9.5,39,53.8,6,102.3,46.8,53.2,8:37,8:35,0:00,20,2,2,0,4,4,0,0.000,0.000,6
B.J. Crombeen,27,TBL,RW,0.18,0.02,0.16,1.14,50,2,84,59.5,-1.9,102.5,30.1,69.9,11:05,9:20,0:01,44,1,1,0,7,7,0,0.000,0.000,8
Raphael Diaz,27,MTL,D,0.61,0.04,0.57,1.48,34,2.9,73,46.6,-6.2,102.2,45.1,54.9,20:33,14:53,3:23,23,1,1,0,13,5,8,0.000,0.348,14
Jake Dowell,27,MIN,C,0.00,0.00,0.00,1.50,3,0,4,75,9.4,100,33.3,66.7,8:33,8:09,0:00,2,0,0,0,0,0,0,0.000,0.000,0
Loui Eriksson,27,DAL,LW,0.60,0.25,0.35,2.17,104,11.5,189,55,4.7,98,51.6,48.4,20:07,15:14,3:14,48,12,9,2,17,9,8,0.042,0.167,29
Eric Fehr,27,WSH,RW,0.41,0.22,0.20,1.76,72,12.5,137,52.6,5,105.6,48.1,51.9,13:22,11:49,0:49,41,9,6,2,8,7,1,0.049,0.024,17
Ryan Garbutt,27,DAL,C,0.28,0.08,0.19,1.64,59,5.1,102,56.9,-0.6,101.1,39.9,60.1,9:55,9:02,0:10,36,3,3,0,7,7,0,0.000,0.000,10
Ryan Getzlaf,27,ANA,C,1.11,0.34,0.77,2.25,99,15.2,180,55,3.1,102.6,46.9,53.1,20:12,15:55,2:46,44,15,8,4,34,23,11,0.091,0.250,49
Alex Goligoski,27,DAL,D,0.57,0.06,0.51,1.70,80,3.8,202,39.6,4.8,102,52.8,47.2,22:23,18:03,2:53,47,3,3,0,24,12,11,0.000,0.234,27
Andrew Gordon,27,VAN,RW,0.00,0.00,0.00,0.33,2,0,5,40,-7.2,95.8,36.4,63.6,8:25,8:25,0:00,6,0,0,0,0,0,0,0.000,0.000,0
Mike Green,27,WSH,D,0.74,0.34,0.40,2.74,96,12.5,200,48,-3.4,99.9,47.2,52.8,24:51,19:46,4:02,35,12,8,4,14,4,10,0.114,0.286,26
Ryan Hamilton,27,TOR,LW,0.20,0.00,0.20,0.60,6,0,10,60,-11.1,105.7,47.3,52.7,10:51,9:27,0:08,10,0,0,0,2,2,0,0.000,0.000,2
Jack Hillen,27,WSH,D,0.39,0.13,0.26,1.22,28,10.7,60,46.7,2.7,105,51.9,48.1,17:37,16:30,0:12,23,3,3,0,6,6,0,0.000,0.000,9
Nathan Horton,27,BOS,C,0.51,0.30,0.21,2.65,114,11.4,182,62.6,0.9,98.7,60.8,39.2,16:51,14:42,2:03,43,13,13,0,9,8,1,0.000,0.023,22
Matt Hunwick,27,COL,D,0.14,0.00,0.14,1.33,57,0,112,50.9,-0.2,100.7,48,52,21:31,17:47,1:07,43,0,0,0,6,6,0,0.000,0.000,6
Nick Johnson,27,PHX,RW,0.35,0.24,0.12,1.35,23,17.4,37,62.2,1.2,102.5,58.5,41.5,9:57,9:54,0:03,17,4,3,1,2,2,0,0.059,0.000,6
Mike Kostka,27,TOR,D,0.23,0.00,0.23,1.40,49,0,121,40.5,1.5,99.2,42.9,57.1,22:05,18:02,2:35,35,0,0,0,8,3,5,0.000,0.143,8
Andrew Ladd,27,WPG,LW,0.96,0.38,0.58,2.52,121,14.9,227,53.3,0.4,102.1,50,50,19:41,15:36,2:39,48,18,15,3,28,25,3,0.063,0.063,46
Maxim Lapierre,27,VAN,C,0.21,0.08,0.13,1.13,54,7.4,92,58.7,-15,99.2,25.1,74.9,12:36,10:52,0:05,48,4,4,0,6,6,0,0.000,0.000,10
Mark Letestu,27,CBJ,C,0.59,0.28,0.30,2.00,92,14.1,143,64.3,-0.1,103.2,46.4,53.6,16:31,13:05,1:12,46,13,8,3,14,12,2,0.065,0.043,27
Clarke MacArthur,27,TOR,LW,0.50,0.20,0.30,1.55,62,12.9,123,50.4,7.2,102.4,46.1,53.9,14:55,13:14,1:38,40,8,6,2,12,10,2,0.050,0.050,20
Andrej Meszaros,27,PHI,D,0.18,0.00,0.18,1.64,18,0,42,42.9,-16.7,92.6,42.9,57.1,18:28,15:07,2:02,11,0,0,0,2,1,1,0.000,0.091,2
Marc Methot,27,OTT,D,0.23,0.04,0.19,1.13,53,3.8,97,54.6,-1.6,100.2,51.3,48.7,22:14,18:53,0:10,47,2,2,0,9,8,1,0.000,0.021,11
Alex Ovechkin,27,WSH,RW,1.17,0.67,0.50,4.58,220,14.5,441,49.9,-0.6,102.4,55,45,20:53,16:13,4:35,48,32,16,16,24,13,11,0.333,0.229,56
Corey Perry,27,ANA,RW,0.82,0.34,0.48,2.91,128,11.7,208,61.5,3.4,101.9,48.7,51.3,19:04,15:19,2:49,44,15,10,5,21,15,5,0.114,0.114,36
Dion Phaneuf,27,TOR,D,0.58,0.19,0.40,1.83,88,10.2,212,41.5,-3.6,102.7,40.7,59.3,25:11,18:39,3:24,48,9,6,3,19,6,13,0.063,0.271,28
Darroll Powe,27,TOT,C,0.00,0.00,0.00,0.55,23,0,49,46.9,-12.5,101.2,41,59,9:00,7:16,0:06,42,0,0,0,0,0,0,0.000,0.000,0
Teddy Purcell,27,TBL,RW,0.75,0.23,0.52,1.96,94,11.7,158,59.5,3.8,99.6,55.5,44.5,16:45,13:19,3:22,48,11,8,3,25,15,10,0.063,0.208,36
Kyle Quincey,27,DET,D,0.08,0.03,0.06,1.00,36,2.8,102,35.3,3.7,100.2,57.5,42.5,19:13,15:45,1:15,36,1,1,0,2,1,1,0.000,0.028,3
Mason Raymond,27,VAN,LW,0.48,0.22,0.26,1.72,79,12.7,139,56.8,-4.9,102.6,57.6,42.4,15:49,12:36,2:07,46,10,6,4,12,10,2,0.087,0.043,22
Mike Richards,27,LAK,C,0.67,0.25,0.42,1.71,82,14.6,164,50,-3,96.7,55.8,44.2,16:21,12:26,2:37,48,12,6,6,20,11,9,0.125,0.188,32
Brad Richardson,27,LAK,RW,0.38,0.06,0.31,1.69,27,3.7,52,51.9,0.8,102,59.5,40.5,10:54,10:19,0:13,16,1,1,0,5,5,0,0.000,0.000,6
Jay Rosehill,27,PHI,D,0.09,0.09,0.00,0.64,7,14.3,11,63.6,-7.9,90.5,19.1,80.9,6:48,6:46,0:01,11,1,1,0,0,0,0,0.000,0.000,1
Mike Santorelli,27,TOT,C,0.12,0.06,0.06,1.03,35,5.7,83,42.2,0.9,94.2,51.2,48.8,11:52,11:35,0:15,34,2,2,0,2,2,0,0.000,0.000,4
Brent Seabrook,27,CHI,D,0.43,0.17,0.26,1.38,65,12.3,148,43.9,-4.9,102.1,55.9,44.1,22:00,17:31,2:20,47,8,5,3,12,8,4,0.064,0.085,20
Trevor Smith,27,PIT,LW,0.00,0.00,0.00,0.00,0,,0,,,,80,20,10:24,10:24,0:00,1,0,0,0,0,0,0,0.000,0.000,0
Carl Soderberg,27,BOS,C,0.33,0.00,0.33,1.00,6,0,10,60,-16,94.7,44.7,55.3,14:44,12:15,2:28,6,0,0,0,2,2,0,0.000,0.000,2
Drew Stafford,27,BUF,RW,0.39,0.13,0.26,2.63,121,5,186,65.1,0.7,96.9,54.9,45.1,17:01,13:23,2:10,46,6,6,0,12,9,3,0.000,0.065,18
Viktor Stalberg,27,CHI,LW,0.49,0.19,0.30,2.40,113,8,189,59.8,0.4,105.8,65.2,34.8,14:07,11:52,2:11,47,9,9,0,14,12,2,0.000,0.043,23
Paul Stastny,27,COL,C,0.60,0.23,0.38,2.18,87,10.3,139,62.6,-1.6,97.6,42.5,57.5,19:21,14:33,2:42,40,9,7,2,15,7,8,0.050,0.200,24
Clayton Stoner,27,MIN,D,0.21,0.00,0.21,0.83,40,0,93,43,-4.8,101.1,46.6,53.4,18:13,16:37,0:02,48,0,0,0,10,9,0,0.000,0.000,10
Joe Vitale,27,PIT,C,0.15,0.06,0.09,0.79,26,7.7,43,60.5,-11.1,96,42.2,57.8,9:31,9:20,0:02,33,2,2,0,3,3,0,0.000,0.000,5
Aaron Volpatti,27,TOT,RW,0.06,0.03,0.03,0.64,21,4.8,42,50,-7.8,99.5,42.1,57.9,8:20,8:13,0:06,33,1,1,0,1,1,0,0.000,0.000,2
Shea Weber,27,NSH,D,0.58,0.19,0.40,2.58,124,7.3,239,51.9,-1.4,100.3,42.7,57.3,25:55,20:18,3:41,48,9,6,3,19,10,9,0.063,0.188,28
Daniel Winnik,27,ANA,C,0.40,0.13,0.27,1.98,95,6.3,148,64.2,1,103.1,41.2,58.8,16:50,14:06,0:10,48,6,6,0,13,13,0,0.000,0.000,19
Brandon Yip,27,NSH,RW,0.24,0.09,0.15,1.03,35,8.6,54,64.8,-6.1,100.8,42,58,12:02,11:25,0:06,34,3,3,0,5,5,0,0.000,0.000,8
Travis Zajac,27,NJD,C,0.42,0.15,0.27,1.71,82,8.5,146,56.2,1.2,97.4,53.7,46.3,19:32,14:42,3:04,48,7,5,1,13,10,3,0.021,0.063,20
Anton Babchuk,28,CGY,D,0.14,0.00,0.14,0.71,5,0,13,38.5,-6.4,101,45.3,54.7,11:51,11:22,0:29,7,0,0,0,1,1,0,0.000,0.000,1
David Backes,28,STL,RW,0.58,0.13,0.46,2.08,100,6,167,59.9,2.1,100.6,43,57,19:37,15:37,2:13,48,6,5,1,22,17,4,0.021,0.083,28
David Booth,28,VAN,LW,0.25,0.08,0.17,2.25,27,3.7,43,62.8,6.9,92.9,47.1,52.9,12:45,12:21,0:18,12,1,1,0,2,2,0,0.000,0.000,3
Pierre-Marc Bouchard,28,MIN,C,0.47,0.19,0.28,1.65,71,11.3,102,68.6,-2.7,100.2,52.2,47.8,13:57,12:12,1:43,43,8,8,0,12,10,2,0.000,0.047,20
Brian Boyle,28,NYR,C,0.13,0.05,0.08,1.47,56,3.6,107,52.3,-4,93.9,38,62,14:13,11:45,0:34,38,2,2,0,3,2,1,0.000,0.026,5
Tim Brent,28,CAR,C,0.10,0.00,0.10,0.77,23,0,44,52.3,2.7,95.6,49.7,50.3,9:48,7:23,1:40,30,0,0,0,3,1,2,0.000,0.067,3
Kyle Brodziak,28,MIN,C,0.25,0.17,0.08,1.83,88,9.1,151,58.3,-4.4,94.1,36.9,63.1,17:21,14:10,1:16,48,8,6,1,4,3,1,0.021,0.021,12
Dustin Brown,28,LAK,RW,0.63,0.39,0.24,3.09,142,12.7,251,56.6,6.6,99.3,56.8,43.2,19:30,15:23,2:49,46,18,10,8,11,6,5,0.174,0.109,29
Daniel Carcillo,28,CHI,LW,0.13,0.09,0.04,1.00,23,8.7,42,54.8,-2.7,98,68.3,31.7,9:00,8:56,0:02,23,2,2,0,1,1,0,0.000,0.000,3
Matt Carle,28,TBL,D,0.46,0.10,0.35,1.38,66,7.6,133,49.6,-1.6,101.8,48.6,51.4,23:45,18:34,2:33,48,5,3,2,17,14,3,0.042,0.063,22
Jeff Carter,28,LAK,C,0.69,0.54,0.15,2.77,133,19.5,263,50.6,-0.3,98.4,57.8,42.2,17:35,13:41,2:40,48,26,18,8,7,5,2,0.167,0.042,33
David Clarkson,28,NJD,RW,0.50,0.31,0.19,3.75,180,8.3,269,66.9,7.7,95.4,51.5,48.5,17:36,14:01,3:33,48,15,9,6,9,7,2,0.125,0.042,24
Davis Drewiske,28,TOT,D,0.24,0.07,0.17,0.97,28,7.1,74,37.8,3.7,99.7,57.6,42.4,15:12,12:07,0:16,29,2,1,1,5,5,0,0.034,0.000,7
Patrick Eaves,28,DET,RW,0.24,0.06,0.18,1.24,42,4.8,75,56,2.3,99,52.7,47.3,10:35,9:23,0:16,34,2,2,0,6,5,1,0.000,0.029,8
Toby Enstrom,28,WPG,D,0.68,0.18,0.50,0.95,21,19,50,42,-3.9,96.4,51.3,48.7,22:31,17:10,3:40,22,4,3,1,11,4,6,0.045,0.273,15
Jonathan Ericsson,28,DET,D,0.29,0.07,0.22,0.76,34,8.8,90,37.8,1.7,100.8,52.6,47.4,21:19,17:55,0:15,45,3,3,0,10,10,0,0.000,0.000,13
Valtteri Filppula,28,DET,C,0.41,0.22,0.20,1.90,78,11.5,140,55.7,3.5,98.1,59,41,17:47,14:26,2:43,41,9,6,3,8,8,0,0.073,0.000,17
Tomas Fleischmann,28,FLA,LW,0.73,0.25,0.48,2.52,121,9.9,208,58.2,-0.9,98.8,56.6,43.4,18:44,15:24,2:27,48,12,9,2,23,12,11,0.042,0.229,35
Colin Fraser,28,LAK,C,0.21,0.06,0.15,0.56,19,10.5,40,47.5,-5.3,97.4,61.3,38.7,9:22,8:39,0:06,34,2,2,0,5,5,0,0.000,0.000,7
Jason Garrison,28,VAN,D,0.34,0.17,0.17,2.00,94,8.5,225,41.8,1.5,103.8,51.4,48.6,21:41,17:04,2:17,47,8,5,3,8,5,3,0.064,0.064,16
Bruno Gervais,28,PHI,D,0.16,0.03,0.14,1.32,49,2,115,42.6,-1.4,94.7,46.3,53.8,17:08,15:57,0:15,37,1,1,0,5,5,0,0.000,0.000,6
Matt Gilroy,28,NYR,D,0.00,0.00,0.00,0.93,14,0,27,51.9,-7.5,95.8,72.2,27.8,9:33,9:21,0:05,15,0,0,0,0,0,0,0.000,0.000,0
Dan Girardi,28,NYR,D,0.30,0.04,0.26,1.76,81,2.5,180,45,-3.8,98.5,47.1,52.9,25:25,20:13,2:08,46,2,2,0,12,10,2,0.000,0.043,14
Josh Gorges,28,MTL,D,0.19,0.04,0.15,0.83,40,5,95,42.1,-4.4,99.5,48.3,51.7,21:23,17:42,0:27,48,2,2,0,7,7,0,0.000,0.000,9
Nicklas Grossmann,28,PHI,D,0.13,0.03,0.10,0.70,21,4.8,56,37.5,-3.8,98.5,42.3,57.7,18:20,15:08,0:03,30,1,1,0,3,3,0,0.000,0.000,4
Jordan Hendry,28,ANA,D,0.00,0.00,0.00,0.00,0,,2,0,,100,36,64,17:35,17:34,0:00,2,0,0,0,0,0,0,0.000,0.000,0
Cam Janssen,28,NJD,RW,0.00,0.00,0.00,0.00,0,,0,,-34.2,90,66.7,33.3,3:58,3:58,0:00,4,0,0,0,0,0,0,0.000,0.000,0
David Jones,28,COL,RW,0.27,0.09,0.18,1.88,62,4.8,102,60.8,-4.9,96,42.6,57.4,16:49,13:27,1:46,33,3,2,1,6,6,0,0.030,0.000,9
Ryan Jones,28,EDM,LW,0.26,0.07,0.19,1.41,38,5.3,63,60.3,-2.3,101.3,43.6,56.4,12:59,11:15,0:19,27,2,2,0,5,5,0,0.000,0.000,7
Ryan Kesler,28,VAN,C,0.76,0.24,0.53,2.12,36,11.1,86,41.9,-5.3,98.4,47.1,52.9,18:57,13:48,3:17,17,4,2,2,9,6,3,0.118,0.176,13
Kevin Klein,28,NSH,D,0.30,0.06,0.23,1.15,54,5.6,126,42.9,-2.9,100.9,43,57,20:25,17:30,0:09,47,3,3,0,11,11,0,0.000,0.000,14
Ben Lovejoy,28,TOT,D,0.29,0.00,0.29,1.66,58,0,105,55.2,2.4,99.4,49.2,50.8,17:50,16:30,0:31,35,0,0,0,10,6,3,0.000,0.086,10
Mike Lundin,28,OTT,D,0.09,0.00,0.09,1.18,13,0,23,56.5,-2.4,98.4,44.7,55.3,15:30,14:06,0:30,11,0,0,0,1,1,0,0.000,0.000,1
Colin McDonald,28,NYI,C,0.38,0.16,0.22,1.82,82,8.5,128,64.1,-0.5,98.6,45.5,54.5,11:22,11:07,0:03,45,7,6,1,10,10,0,0.022,0.000,17
Cody McLeod,28,COL,LW,0.25,0.17,0.08,1.65,79,10.1,128,61.7,-1.1,101.7,55,45,13:05,11:05,0:29,48,8,8,0,4,3,1,0.000,0.021,12
Derek Meech,28,WPG,D,0.06,0.00,0.06,0.31,5,0,23,21.7,-7.7,102.1,53.8,46.2,14:42,14:10,0:21,16,0,0,0,1,1,0,0.000,0.000,1
Milan Michalek,28,OTT,RW,0.61,0.17,0.43,2.52,58,6.9,116,50,1.5,102.7,61.1,38.9,18:11,14:18,2:35,23,4,4,0,10,7,2,0.000,0.087,14
Drew Miller,28,DET,LW,0.18,0.09,0.09,1.23,54,7.4,88,61.4,-7.6,97.1,54.6,45.4,13:49,11:19,0:09,44,4,3,1,4,4,0,0.023,0.000,8
John Mitchell,28,COL,C,0.43,0.21,0.21,1.53,72,13.9,147,49,0.7,101.8,45.4,54.6,16:45,13:44,1:49,47,10,9,1,10,8,2,0.021,0.043,20
Torrey Mitchell,28,MIN,C,0.18,0.09,0.09,0.87,39,10.3,73,53.4,-7.4,96.3,39.6,60.4,10:30,9:11,0:01,45,4,4,0,4,4,0,0.000,0.000,8
Rick Nash,28,NYR,LW,0.95,0.48,0.48,4.00,176,11.9,279,63.1,4.1,102.7,59.5,40.5,19:58,16:17,3:09,44,21,17,3,21,15,6,0.068,0.136,42
Frans Nielsen,28,NYI,C,0.60,0.13,0.48,1.94,93,6.5,159,58.5,-5.2,98.6,48.1,51.9,18:01,13:29,2:05,48,6,3,2,23,15,8,0.042,0.167,29
Ryan O'Byrne,28,TOT,D,0.14,0.05,0.10,0.62,26,7.7,72,36.1,-5.5,101.3,47.4,52.6,18:32,15:53,0:03,42,2,2,0,4,4,0,0.000,0.000,6
Daniel Paille,28,BOS,LW,0.37,0.22,0.15,1.52,70,14.3,103,68,-7,100.9,48.9,51.1,12:41,10:52,0:01,46,10,8,0,7,6,1,0.000,0.022,17
Adam Pardy,28,BUF,D,0.24,0.00,0.24,0.35,6,0,17,35.3,0,105.4,45.7,54.3,16:30,15:16,0:03,17,0,0,0,4,4,0,0.000,0.000,4
Zach Parise,28,MIN,C,0.79,0.38,0.42,3.79,182,9.9,263,69.2,7.5,97.8,62.6,37.4,20:40,15:46,3:25,48,18,11,7,20,14,6,0.146,0.125,38
Joe Pavelski,28,SJS,C,0.65,0.33,0.31,2.71,130,12.3,243,53.5,3.5,99,50.9,49.1,18:55,14:20,3:00,48,16,11,5,15,8,6,0.104,0.125,31
Lennart Petrell,28,EDM,C,0.26,0.09,0.17,0.66,23,13,46,50,-9.1,99.8,36.4,63.6,11:32,8:52,0:03,35,3,2,0,6,5,0,0.000,0.000,9
Steve Pinizzotto,28,VAN,C,0.00,0.00,0.00,0.75,9,0,14,64.3,-13.6,89.7,44.4,55.6,10:00,9:55,0:04,12,0,0,0,0,0,0,0.000,0.000,0
Chris Porter,28,STL,C,0.28,0.07,0.21,1.59,46,4.3,66,69.7,-2.8,103.2,44.3,55.7,11:38,10:36,0:07,29,2,2,0,6,6,0,0.000,0.000,8
Brandon Prust,28,MTL,LW,0.37,0.13,0.24,1.03,39,12.8,61,63.9,-2.4,104.8,46.2,53.8,13:38,11:16,0:25,38,5,5,0,9,9,0,0.000,0.000,14
Dylan Reese,28,PIT,D,0.00,0.00,0.00,0.33,1,0,3,33.3,-16.8,100,50,50,15:16,13:49,1:01,3,0,0,0,0,0,0,0.000,0.000,0
Alexander Semin,28,CAR,LW,1.00,0.30,0.70,3.41,150,8.7,323,46.4,-0.9,104.3,57.7,42.3,20:57,16:35,3:33,44,13,9,4,31,25,5,0.091,0.114,44
Tim Sestito,28,NJD,LW,0.00,0.00,0.00,0.67,4,0,9,44.4,8,106.3,57.1,42.9,7:52,7:51,0:00,6,0,0,0,0,0,0,0.000,0.000,0
Derek Smith,28,CGY,D,0.05,0.00,0.05,0.82,18,0,32,56.3,-1.6,95.8,53.3,46.7,12:15,11:51,0:00,22,0,0,0,1,1,0,0.000,0.000,1
Eric Staal,28,CAR,C,1.10,0.38,0.73,3.17,152,11.8,269,56.1,-1.9,102.1,57.5,42.5,21:00,16:14,3:33,48,18,14,3,35,29,6,0.063,0.125,53
Brad Staubitz,28,ANA,RW,0.13,0.07,0.07,0.33,5,20,10,50,-13.6,102,52.6,47.4,6:13,6:12,0:00,15,1,1,0,1,1,0,0.000,0.000,2
Alex Steen,28,STL,C,0.68,0.20,0.48,3.23,129,6.2,240,53.8,3.3,100.8,53.3,46.7,19:00,14:48,2:33,40,8,5,3,19,13,6,0.075,0.150,27
Tyson Strachan,28,FLA,RW,0.11,0.00,0.11,1.11,42,0,95,44.2,1.1,95.1,53.3,46.7,18:58,16:57,0:06,38,0,0,0,4,4,0,0.000,0.000,4
Mark Stuart,28,WPG,D,0.10,0.05,0.05,0.95,40,5,115,34.8,-1.7,102.3,48.8,51.3,16:42,14:21,0:01,42,2,2,0,2,2,0,0.000,0.000,4
Alexander Sulzer,28,BUF,D,0.24,0.18,0.06,0.88,15,20,31,48.4,5.2,100.9,55.1,44.9,16:31,15:23,0:03,17,3,3,0,1,1,0,0.000,0.000,4
Ryan Suter,28,MIN,D,0.67,0.08,0.58,1.90,91,4.4,193,47.2,-4,100.1,50.1,49.9,27:17,21:22,3:46,48,4,1,3,28,16,12,0.063,0.250,32
Maxime Talbot,28,PHI,C,0.29,0.14,0.14,1.17,41,12.2,69,59.4,-5.2,100.4,35.1,64.9,15:26,11:47,0:10,35,5,4,0,5,5,0,0.000,0.000,10
Jamie Tardif,28,BOS,RW,0.00,0.00,0.00,0.50,1,0,1,100,,100,50,50,4:56,4:54,0:01,2,0,0,0,0,0,0,0.000,0.000,0
Nate Thompson,28,TBL,C,0.33,0.16,0.18,1.29,58,12.1,102,56.9,-2.9,100.3,36.2,63.8,14:20,11:48,0:06,45,7,7,0,8,8,0,0.000,0.000,15
Tim Wallace,28,CAR,RW,0.07,0.04,0.04,0.71,20,5,35,57.1,-2.3,93.6,55.3,44.7,10:02,9:03,0:01,28,1,1,0,1,1,0,0.000,0.000,2
Francis Wathier,28,DAL,LW,0.00,0.00,0.00,0.00,0,,0,,-4.8,100,40,60,5:40,5:40,0:00,1,0,0,0,0,0,0,0.000,0.000,0
Kevin Westgarth,28,CAR,RW,0.13,0.06,0.06,0.52,16,12.5,31,51.6,-1.9,101.8,58.4,41.6,5:43,5:40,0:02,31,2,2,0,2,2,0,0.000,0.000,4
Ian White,28,DET,D,0.16,0.08,0.08,1.08,27,7.4,86,31.4,-2.1,102.9,55.6,44.4,19:35,16:59,2:33,25,2,2,0,2,2,0,0.000,0.000,4
James Wisniewski,28,CBJ,D,0.47,0.17,0.30,2.07,62,8.1,137,45.3,1.7,100.7,54.1,45.9,22:50,18:02,3:16,30,5,1,4,9,7,1,0.133,0.033,14
Andre Benoit,29,OTT,D,0.30,0.09,0.21,1.52,50,6,119,42,3,97.5,55,45,16:25,14:10,1:37,33,3,2,1,7,6,1,0.030,0.030,10
Jay Bouwmeester,29,TOT,D,0.47,0.15,0.32,1.68,79,8.9,155,51,-4.9,99.4,41.4,58.6,24:38,19:56,1:46,47,7,6,1,15,7,6,0.021,0.128,22
Johnny Boychuk,29,BOS,D,0.14,0.02,0.11,1.70,75,1.3,151,49,-1.7,100.2,48.6,51.4,20:24,17:41,0:11,44,1,1,0,5,5,0,0.000,0.000,6
Gregory Campbell,29,BOS,C,0.27,0.08,0.19,1.08,52,7.7,105,49.5,-8.4,101,47.7,52.3,13:43,11:12,0:21,48,4,3,0,9,8,1,0.000,0.021,13
Ryan Carter,29,NJD,C,0.34,0.14,0.20,1.43,63,9.5,100,63,-2.8,96.7,48.1,51.9,13:03,12:04,0:03,44,6,5,0,9,7,0,0.000,0.000,15
Chris Conner,29,PHX,RW,0.17,0.08,0.08,1.25,15,6.7,25,60,-4.2,104.7,54.5,45.5,11:23,11:08,0:13,12,1,1,0,1,1,0,0.000,0.000,2
