,,,,Per Game,Per Game,Per Game,Per Game,,,,,Corsi (EV),PDO (EV),Zone Starts (EV),Zone Starts (EV),Ice Time,Even Strength,Power Play,Scoring,Scoring,Goals,Goals,Scoring,Assists,Assists,Power Play,Power Play,Scoring
Erik Johnson,26,COL,D,0.49,0.26,0.23,2.45,115,10.4,226,50.9,4,100.3,44.8,55.2,24:25,13:14,1:27,47,12,9,3,11,7,3,0.064,0.064,23
Steven Kampfer,26,FLA,D,0.16,0.08,0.08,1.12,28,7.1,66,42.4,-1.4,98.7,45.3,54.7,17:12,18:10,0:00,25,2,2,0,2,1,1,0,0.04,4
Patrick Kane,26,CHI,RW,1.05,0.44,0.61,3.05,186,14.5,323,57.6,0.3,101.5,67.9,32.1,19:51,16:56,3:42,61,27,21,6,37,21,16,0.098,0.262,64
Milan Lucic,26,BOS,LW,0.54,0.22,0.32,1.74,141,12.8,275,51.3,-0.8,103.3,55.1,44.9,16:21,12:49,0:00,81,18,16,2,26,20,6,0.025,0.074,44
Brad Marchand,26,BOS,LW,0.55,0.31,0.23,2.34,180,13.3,312,57.7,7.3,97.6,50.1,49.9,16:54,12:28,0:16,77,24,20,2,18,17,0,0.026,0,42
Pat Maroon,26,ANA,LW,0.48,0.13,0.35,1.69,120,7.5,202,59.4,0.9,98.8,49.8,50.2,14:17,9:28,0:19,71,9,8,1,25,19,6,0.014,0.085,34
Shawn Matthias,26,VAN,C,0.35,0.23,0.12,1.69,132,13.6,213,61.5,-2.3,100.1,49.5,50.5,13:06,9:06,0:16,78,18,17,1,9,8,0,0.013,0,27
Jamie McBain,26,LAK,D,0.35,0.12,0.23,0.69,18,16.7,60,30,-1.5,101.2,68.6,31.4,12:41,18:45,0:33,26,3,2,1,6,4,2,0.038,0.077,9
Jamie McGinn,26,COL,LW,0.32,0.21,0.11,1.89,36,11.1,51,70.6,-5.5,97,46.4,53.6,14:46,14:32,2:28,19,4,3,1,2,2,0,0.053,0,6
Andrew Miller,26,EDM,C,0.67,0.11,0.56,1.56,14,7.1,21,61.9,-5.1,94.9,42.4,57.6,13:45,11:58,0:30,9,1,1,0,5,5,0,0,0,6
Kyle Okposo,26,NYI,RW,0.85,0.3,0.55,3.25,195,9.2,349,55.9,2.2,97.1,66.1,33.9,19:33,14:50,1:01,60,18,12,6,33,21,12,0.1,0.2,51
Max Pacioretty,26,MTL,LW,0.84,0.46,0.38,3.78,302,12.3,537,56.2,5,104.9,59.4,40.6,19:24,14:48,2:10,80,37,27,7,30,24,4,0.088,0.05,67
David Perron,26,TOT,LW,0.51,0.21,0.3,2.42,196,8.7,323,60.7,4.3,95.3,61.7,38.3,17:20,13:32,1:53,81,17,14,3,24,18,6,0.037,0.074,41
Michael Raffl,26,PHI,LW,0.42,0.31,0.1,2,134,15.7,222,60.4,7.6,98.8,56.9,43.1,14:12,12:32,1:32,67,21,18,2,7,7,0,0.03,0,28
Zach Redmond,26,COL,D,0.34,0.08,0.25,1.58,93,5.4,177,52.5,3,100.3,50.5,49.5,17:09,20:21,3:41,59,5,4,1,15,10,5,0.017,0.085,20
Cameron Schilling,26,WSH,D,0,0,0,0.5,2,0,7,28.6,9.8,103.4,66.7,33.3,11:23,5:30,0:00,4,0,0,0,0,0,0,0,0,0
Kevin Shattenkirk,26,STL,D,0.79,0.14,0.64,2.41,135,5.9,262,51.5,4.4,102.2,55.8,44.2,22:34,15:17,2:52,56,8,4,4,36,15,21,0.071,0.375,44
James Sheppard,26,TOT,C,0.25,0.1,0.15,1.11,79,8.9,141,53.9,-3.8,99.4,39.3,60.7,13:15,18:12,2:18,71,7,7,0,11,10,1,0,0.014,18
Zach Sill,26,TOT,C,0.06,0.02,0.05,0.68,43,2.3,78,55.1,-6.5,98.1,46.6,53.4,8:23,14:41,0:02,63,1,1,0,3,3,0,0,0,4
Wayne Simmonds,26,PHI,RW,0.67,0.37,0.29,2.51,188,14.9,323,58.2,2,99.6,52.8,47.2,16:48,12:38,2:08,75,28,14,14,22,12,10,0.187,0.133,50
Ben Smith,26,TOT,RW,0.18,0.09,0.09,1.15,92,7.6,161,57.1,-5.6,100.3,30.6,69.4,13:03,6:19,0:00,80,7,7,0,7,7,0,0,0,14
Zack Smith,26,OTT,C,0.08,0.05,0.03,1.03,38,5.3,65,58.5,-1.4,97,43.6,56.4,12:02,14:08,0:25,37,2,2,0,1,1,0,0,0,3
Nick Spaling,26,PIT,C,0.33,0.11,0.22,1.1,90,10,172,52.3,-1.6,98.6,52.1,47.9,15:14,4:21,0:00,82,9,8,1,18,18,0,0.012,0,27
Jordan Staal,26,CAR,C,0.52,0.13,0.39,2,92,6.5,175,52.6,8.2,96,51.9,48.1,18:33,11:40,1:45,46,6,5,1,18,12,6,0.022,0.13,24
Chris Summers,26,TOT,D,0.15,0,0.15,0.75,15,0,33,45.5,-10.9,93.4,43.9,56.1,14:15,7:39,0:01,20,0,0,0,3,3,0,0,0,3
Jiri Tlusty,26,TOT,LW,0.43,0.19,0.24,1.71,123,11.4,231,53.7,3.5,95.9,55,45,16:01,10:15,0:03,72,14,8,6,17,13,4,0.083,0.056,31
Jonathan Toews,26,CHI,C,0.81,0.35,0.47,2.37,192,14.6,304,63.2,4,103.5,57.4,42.6,19:34,7:57,0:00,81,28,20,6,38,26,11,0.074,0.136,66
Yannick Weber,26,VAN,D,0.32,0.17,0.15,1.8,117,9.4,244,48.4,0,100.4,54.9,45.1,17:11,15:43,0:00,65,11,6,5,10,7,3,0.077,0.046,21
Dale Weise,26,MTL,RW,0.37,0.13,0.24,1.15,91,11,154,58.4,-4.1,106.1,46.6,53.4,12:11,18:12,2:57,79,10,10,0,19,19,0,0,0,29
Ryan White,26,PHI,C,0.35,0.18,0.18,1.32,45,13.3,71,63.4,1.3,101.5,53.7,46.3,11:43,10:30,0:29,34,6,6,0,6,5,0,0,0,12
Joe Whitney,26,NJD,RW,0.25,0.25,0,0.25,1,100,2,50,-9.6,108.3,44.4,55.6,6:53,12:49,0:00,4,1,1,0,0,0,0,0,0,1
Tommy Wingels,26,SJS,C,0.48,0.2,0.28,2.11,158,9.5,263,59.7,-3.4,98.6,50.1,49.9,16:28,13:38,3:09,75,15,10,4,21,15,6,0.053,0.08,36
Justin Abdelkader,27,DET,LW,0.62,0.32,0.3,2.17,154,14.9,237,65,4,100.2,63.6,36.4,17:55,18:34,2:48,71,23,15,8,21,15,6,0.113,0.085,44
Will Acton,27,EDM,C,0,0,0,0.67,2,0,3,66.7,-9.8,81.1,10.5,89.5,10:43,9:37,0:00,3,0,0,0,0,0,0,0,0,0
Nicklas Backstrom,27,WSH,C,0.95,0.22,0.73,1.87,153,11.8,282,53.9,3.2,99.6,55.7,44.3,20:32,15:17,0:11,82,18,15,3,60,30,30,0.037,0.366,78
Jordie Benn,27,DAL,D,0.22,0.03,0.19,0.96,70,2.9,185,37.8,2.8,97.7,49.2,50.8,18:04,9:34,0:03,73,2,2,0,14,11,2,0,0.027,16
Derick Brassard,27,NYR,C,0.75,0.24,0.51,2.1,168,11.3,280,59.6,3.8,100.3,54.9,45.1,17:24,12:22,0:08,80,19,13,6,41,29,12,0.075,0.15,60
Justin Braun,27,SJS,D,0.33,0.01,0.31,1.34,94,1.1,211,44.5,-1.8,100.8,43.5,56.5,21:02,17:27,0:19,70,1,1,0,22,20,2,0,0.029,23
Taylor Chorney,27,PIT,D,0,0,0,0.57,4,0,13,30.8,-3.1,97.5,67.9,32.1,12:10,18:57,0:02,7,0,0,0,0,0,0,0,0,0
Marc-Andre Cliche,27,COL,C,0.09,0.03,0.07,0.92,68,2.9,101,67.3,-5.4,100.6,45.5,54.5,10:36,14:27,0:00,74,2,2,0,5,5,0,0,0,7
Rich Clune,27,NSH,LW,0,0,0,0,0,,0,,-52.4,100,0,100,5:30,13:42,2:18,1,0,0,0,0,0,0,0,0,0
Cal Clutterbuck,27,NYI,RW,0.21,0.09,0.12,1.63,124,5.6,219,56.6,-2.3,98.1,40.3,59.7,12:44,16:55,2:24,76,7,5,0,9,7,1,0,0.013,16
Andrew Cogliano,27,ANA,C,0.35,0.18,0.17,1.63,134,11.2,244,54.5,0.2,99.8,49.9,50.1,14:36,16:31,0:17,82,15,12,0,14,14,0,0,0,29
Sidney Crosby,27,PIT,C,1.09,0.36,0.73,3.08,237,11.8,379,62.3,4.9,100.2,59.2,40.8,19:58,17:48,0:31,77,28,18,10,56,35,21,0.13,0.273,84
Steve Downie,27,PIT,RW,0.39,0.19,0.19,1.44,104,13.5,158,65.8,-4.6,100.4,52.9,47.1,12:26,12:05,0:07,72,14,11,3,14,12,2,0.042,0.028,28
Mark Fayne,27,EDM,D,0.11,0.03,0.08,1.05,78,2.6,185,42.2,-4.2,96.2,42.1,57.9,17:56,13:21,0:57,74,2,2,0,6,4,0,0,0,8
Nick Foligno,27,CBJ,LW,0.92,0.39,0.53,2.3,182,17,273,66.7,5.3,102.6,49.9,50.1,18:50,11:11,0:22,79,31,20,11,42,27,15,0.139,0.19,73
Justin Fontaine,27,MIN,RW,0.44,0.13,0.31,1.46,104,8.7,183,57.4,0,103,46.3,53.7,11:57,13:42,1:37,71,9,9,0,22,20,2,0,0.028,31
Cody Franson,27,TOT,D,0.46,0.09,0.37,1.63,127,5.5,252,50.4,2.4,98.8,46,54,19:38,14:58,2:29,78,7,2,5,29,17,12,0.064,0.154,36
Matt Frattin,27,TOR,RW,0,0,0,0.67,6,0,11,54.5,-4.8,100,38.9,61.1,7:03,12:22,1:03,9,0,0,0,0,0,0,0,0,0
Nathan Gerbe,27,CAR,LW,0.36,0.13,0.23,3.01,235,4.3,382,61.5,2,96.2,52.4,47.6,16:27,13:52,2:30,78,10,8,2,18,12,6,0.026,0.077,28
Claude Giroux,27,PHI,C,0.9,0.31,0.59,3.44,279,9,487,57.3,6.5,98.6,54,46,20:34,10:52,0:03,81,25,11,14,48,25,23,0.173,0.284,73
Michael Grabner,27,NYI,RW,0.38,0.24,0.15,1.85,63,12.7,120,52.5,-2.5,101.2,38.2,61.8,12:56,18:58,1:32,34,8,8,0,5,5,0,0,0,13
Martin Hanzal,27,ARI,C,0.65,0.22,0.43,2.3,85,9.4,144,59,4.2,99,51.8,48.2,17:44,10:17,0:31,37,8,7,1,16,12,3,0.027,0.081,24
Niklas Hjalmarsson,27,CHI,D,0.23,0.04,0.2,1.18,97,3.1,237,40.9,-0.7,102.3,47.7,52.3,21:53,15:48,1:36,82,3,3,0,16,16,0,0,0,19
Nick Holden,27,COL,D,0.18,0.06,0.12,1.21,94,5.3,199,47.2,-1.8,100,45.4,54.6,19:48,13:05,0:50,78,5,3,2,9,5,4,0.026,0.051,14
Matt Irwin,27,SJS,D,0.36,0.15,0.21,1.75,93,8.6,190,48.4,0.6,100.5,53,47,17:01,10:39,0:02,53,8,7,1,11,9,2,0.019,0.038,19
Jesse Joensuu,27,EDM,LW,0.2,0.1,0.1,0.9,18,11.1,30,60,-4.5,90.7,12.4,87.6,10:38,9:21,0:06,20,2,1,0,2,2,0,0,0,4
Phil Kessel,27,TOR,RW,0.74,0.3,0.44,3.41,280,8.9,495,56.4,0.4,97.1,52,48,18:48,14:47,3:22,82,25,17,8,36,19,17,0.098,0.207,61
Jakub Kindl,27,DET,D,0.37,0.14,0.23,1.54,54,9.3,118,45.8,2.9,99.8,67,33,15:55,7:58,0:01,35,5,3,2,8,3,5,0.057,0.143,13
Anze Kopitar,27,LAK,C,0.81,0.2,0.61,1.7,134,11.9,245,53.1,4.3,97.1,52.5,47.5,19:23,15:50,0:22,79,16,10,6,48,30,18,0.076,0.228,64
Jori Lehtera,27,STL,C,0.59,0.19,0.4,1.37,103,13.6,173,59.5,0.2,103.5,58.6,41.4,16:13,11:25,0:00,75,14,11,2,30,24,5,0.027,0.067,44
Kris Letang,27,PIT,D,0.78,0.16,0.62,2.86,197,5.6,382,51.6,4.5,100.7,56.1,43.9,25:29,15:03,0:00,69,11,8,2,43,21,22,0.029,0.319,54
Bryan Little,27,WPG,C,0.74,0.34,0.4,2.11,148,16.2,269,54.6,1.4,101,55.2,44.8,19:55,15:45,3:46,70,24,14,9,28,19,9,0.129,0.129,52
Alec Martinez,27,LAK,D,0.39,0.11,0.29,1.84,103,5.8,233,44.6,-2.8,101.8,49.5,50.5,19:56,18:49,0:07,56,6,5,1,16,13,3,0.018,0.054,22
Kevan Miller,27,BOS,D,0.17,0.05,0.12,0.9,37,5.4,87,42.5,-3.6,105.5,52,48,18:02,13:09,1:36,41,2,2,0,5,5,0,0,0,7
Kael Mouillierat,27,NYI,LW,0.33,0.17,0.17,0.17,1,100,4,25,-8.2,91.7,55,45,8:41,11:42,0:29,6,1,1,0,1,1,0,0,0,2
James Neal,27,NSH,LW,0.55,0.34,0.21,3.31,222,10.4,428,51.6,6.2,100,65.5,34.5,18:05,14:45,2:44,67,23,20,3,14,13,1,0.045,0.015,37
Mathieu Perreault,27,WPG,C,0.66,0.29,0.37,2.08,129,14,221,58.4,5.6,99.7,50.3,49.7,16:15,17:08,2:26,62,18,13,5,23,16,7,0.081,0.113,41
Jeff Petry,27,TOT,D,0.28,0.09,0.19,1.62,126,5.6,295,43.1,-0.3,97,43.1,56.9,21:15,13:43,0:00,78,7,6,1,15,11,3,0.013,0.038,22
Kris Russell,27,CGY,D,0.43,0.05,0.38,1.41,111,3.6,249,44.6,-3.3,104.2,50.2,49.8,23:57,11:42,1:06,79,4,3,1,30,17,13,0.013,0.165,34
Bobby Ryan,27,OTT,RW,0.69,0.23,0.46,2.83,221,8.1,367,59.9,0.2,101.8,55.4,44.6,17:28,9:05,0:00,78,18,14,4,36,26,10,0.051,0.128,54
David Schlemko,27,TOT,D,0.09,0.02,0.07,1.02,45,2.2,100,48,2.9,100.4,50.1,49.9,15:20,10:22,0:47,44,1,1,0,3,1,2,0,0.045,4
Tom Sestito,27,VAN,LW,0.33,0,0.33,0.33,1,0,2,50,-18.3,116.7,30,70,6:14,16:07,2:11,3,0,0,0,1,1,0,0,0,1
Mike Sislo,27,NJD,RW,0.1,0,0.1,1.3,13,0,19,68.4,0,96.1,36.4,63.6,12:13,23:10,3:49,10,0,0,0,1,1,0,0,0,1
Jack Skille,27,CBJ,RW,0.18,0.13,0.04,2.11,95,6.3,146,65.1,-0.9,95.7,43.3,56.7,12:31,10:42,0:38,45,6,6,0,2,2,0,0,0,8
Chris Stewart,27,TOT,RW,0.44,0.17,0.27,1.91,155,9,242,64.5,-0.2,99.3,42.3,57.7,15:53,15:58,3:37,81,14,9,5,22,17,5,0.062,0.062,36
Karl Stollery,27,TOT,D,0,0,0,0.9,9,0,23,39.1,9.8,97.8,59.6,40.4,14:44,10:51,0:02,10,0,0,0,0,0,0,0,0,0
Brian Strait,27,NYI,D,0.13,0.04,0.1,1.13,59,3.4,112,52.7,-8.5,99.8,48.7,51.3,18:22,11:51,0:00,52,2,2,0,5,4,0,0,0,7
Ben Street,27,COL,C,0,0,0,1.33,4,0,7,57.1,-4.2,104.3,61.5,38.5,11:36,6:24,0:00,3,0,0,0,0,0,0,0,0,0
Brett Sutter,27,MIN,C,0.5,0,0.5,1,6,0,10,60,-6,107.9,25.7,74.3,9:19,5:26,0:00,6,0,0,0,3,3,0,0,0,3
Chris VandeVelde,27,PHI,C,0.21,0.13,0.08,0.97,70,12.9,121,57.9,-4,98.6,50.8,49.2,11:44,18:42,1:12,72,9,9,0,6,6,0,0,0,15
Marc-Edouard Vlasic,27,SJS,D,0.33,0.13,0.2,1.4,98,9.2,236,41.1,1.6,101.6,42.6,57.4,22:07,8:28,0:37,70,9,9,0,14,11,3,0,0.043,23
Mike Weber,27,BUF,D,0.11,0.02,0.09,0.64,41,2.4,113,36.3,1.1,97.2,39.9,60.1,18:45,15:37,3:51,64,1,1,0,6,5,0,0,0,7
Ryan Wilson,27,COL,D,0,0,0,1,3,0,8,37.5,-3.8,81.3,56.5,43.5,11:12,12:59,0:54,3,0,0,0,0,0,0,0,0,0
Harry Zolnierczyk,27,NYI,LW,0,0,0,0.5,1,0,3,33.3,-13.4,90,25,75,11:08,10:52,0:11,2,0,0,0,0,0,0,0,0,0
Mats Zuccarello,27,NYR,LW,0.63,0.19,0.44,1.97,154,9.7,286,53.8,4.2,101.4,55.6,44.4,17:16,18:11,2:05,78,15,15,0,34,28,6,0,0.077,49
Stu Bickel,28,MIN,D,0.35,0.18,0.18,1.41,3,0,5,60,-8.6,105.3,48.3,51.7,5:26,8:24,0:06,9,0,0,0,1,1,0,0,0,1
Bryan Bickell,28,CHI,LW,0.11,0,0.11,0.33,113,12.4,195,57.9,0.5,100.6,70.2,29.8,12:05,19:02,0:31,80,14,13,1,14,12,2,0.013,0.025,28
Mike Blunden,28,TBL,RW,0,0,0,0,0,,1,0,-13.7,87.5,50,50,9:47,12:03,0:01,2,0,0,0,0,0,0,0,0,0
Jared Boll,28,CBJ,RW,0.43,0.11,0.32,1.43,28,3.6,55,50.9,-11.8,98.4,47.5,52.5,7:16,14:31,0:00,72,1,1,0,4,4,0,0,0,5
Dave Bolland,28,FLA,C,0.08,0.02,0.06,1.08,76,7.9,128,59.4,-3.5,101.2,43.2,56.8,16:21,11:42,0:45,53,6,5,0,17,12,5,0,0.094,23
Brandon Bollig,28,CGY,LW,0.07,0.01,0.06,0.39,67,1.5,114,59.6,-3.4,97.2,39.8,60.2,8:36,16:08,0:03,62,1,1,0,4,4,0,0,0,5
Patrick Bordeleau,28,COL,LW,0,0,0,0,0,,0,,-25,100,60,40,6:46,11:35,0:00,1,0,0,0,0,0,0,0,0,0
Tyler Bozak,28,TOR,C,0.6,0.28,0.32,1.88,154,14.9,248,62.5,-0.1,97.1,49.2,50.8,19:09,12:49,2:02,82,23,9,12,26,20,6,0.146,0.073,49
Julien Brouillette,28,WPG,D,0,0,0,0,0,,0,,-32.6,100,0,100,9:33,14:21,0:14,1,0,0,0,0,0,0,0,0,0
Damien Brunner,28,NJD,C,0.41,0.12,0.29,1.71,29,6.9,59,49.2,1.5,100.2,58.7,41.3,15:09,14:03,2:59,17,2,2,0,5,1,4,0,0.235,7
Chris Butler,28,STL,D,0.27,0.09,0.18,1.64,54,5.6,91,59.3,-0.4,101.9,50.8,49.2,17:11,16:25,0:13,33,3,2,0,6,6,0,0,0,9
Kyle Chipchura,28,ARI,C,0.2,0.06,0.14,1.16,81,4.9,128,63.3,1.8,94.9,35.3,64.7,13:24,12:09,0:22,70,4,3,1,10,10,0,0.014,0,14
Blake Comeau,28,PIT,LW,0.51,0.26,0.25,2.41,147,10.9,269,54.6,1.9,101,55.4,44.6,15:17,8:54,0:07,61,16,16,0,15,14,1,0,0.016,31
Erik Condra,28,OTT,RW,0.34,0.13,0.21,1.56,106,8.5,193,54.9,-0.4,102.3,40.8,59.2,14:27,11:29,0:02,68,9,8,0,14,13,0,0,0,23
Kyle Cumiskey,28,CHI,D,0,0,0,0.71,5,0,12,41.7,0.6,98,58.6,41.4,13:18,7:56,0:07,7,0,0,0,0,0,0,0,0,0
David Desharnais,28,MTL,C,0.59,0.17,0.41,1.1,90,15.6,172,52.3,3.7,104.5,60,40,17:15,9:23,0:26,82,14,12,2,34,25,9,0.024,0.11,48
Andrew Desjardins,28,TOT,C,0.14,0.07,0.07,0.86,59,8.5,95,57.9,-6.2,100,35.6,64.4,10:44,12:12,0:03,69,5,5,0,5,5,0,0,0,10
Derek Dorsett,28,VAN,RW,0.32,0.09,0.23,1.13,89,7.9,166,53.6,-7.6,102.7,50,50,12:03,11:21,1:02,79,7,5,0,18,18,0,0,0,25
Brandon Dubinsky,28,CBJ,C,0.77,0.28,0.49,2.13,100,13,169,58.6,4.3,102.4,46.9,53.1,18:04,9:13,0:07,47,13,12,0,23,16,7,0,0.149,36
Alexander Edler,28,VAN,D,0.42,0.11,0.31,2.36,175,4.6,364,48.1,3.4,100.4,48.6,51.4,23:59,16:01,0:03,74,8,3,5,23,14,9,0.068,0.122,31
Alexei Emelin,28,MTL,D,0.21,0.04,0.16,0.63,43,7,120,35.8,-4.9,102.6,44.4,55.6,19:49,14:37,3:00,68,3,3,0,11,11,0,0,0,14
Mark Fistric,28,ANA,D,0,0,0,0.11,1,0,10,10,-5.4,95.6,47.4,52.6,14:47,9:23,0:00,9,0,0,0,0,0,0,0,0,0
Mark Fraser,28,NJD,D,0.12,0,0.12,0.56,19,0,52,36.5,-4.5,101.7,41.1,58.9,16:17,10:41,1:22,34,0,0,0,4,3,0,0,0,4
Colin Greening,28,OTT,LW,0.04,0.04,0,1.5,39,2.6,63,63.5,1.3,96.8,40.8,59.2,9:49,14:39,0:31,26,1,1,0,0,0,0,0,0,1
Carl Gunnarsson,28,STL,D,0.2,0.03,0.16,0.89,54,3.7,113,47.8,-1.9,101.7,56.6,43.4,18:04,14:48,2:58,61,2,2,0,10,9,1,0,0.016,12
Micheal Haley,28,SJS,C,0,0,0,0.25,1,0,2,50,-8.8,94.7,13.3,86.7,7:31,9:13,0:52,4,0,0,0,0,0,0,0,0,0
Jannik Hansen,28,VAN,RW,0.41,0.2,0.21,1.79,145,11,247,58.3,-1.3,98.6,47.2,52.8,13:58,18:13,2:29,81,16,15,0,17,15,0,0,0,33
Darren Helm,28,DET,C,0.44,0.2,0.24,2.13,160,9.4,271,59.4,5.3,100.2,55.6,44.4,15:50,7:15,0:00,75,15,10,3,18,14,4,0.04,0.053,33
Patric Hornqvist,28,PIT,RW,0.8,0.39,0.41,3.44,220,11.4,369,59.6,3.8,102.1,56.7,43.3,17:39,11:13,0:10,64,25,19,6,26,17,9,0.094,0.141,51
Jack Johnson,28,CBJ,D,0.51,0.1,0.41,1.78,141,5.7,273,51.6,0.1,100,44,56,24:10,15:18,3:16,79,8,5,3,32,14,18,0.038,0.228,40
Blair Jones,28,PHI,C,0,0,0,0,0,,3,0,-14.3,81,36.4,63.6,6:55,14:47,0:00,4,0,0,0,0,0,0,0,0,0
Patrick Kaleta,28,BUF,RW,0.07,0,0.07,0.6,25,0,40,62.5,-6.6,94.9,33,67,8:52,14:47,1:18,42,0,0,0,3,2,0,0,0,3
Tyler Kennedy,28,TOT,C,0.37,0.16,0.21,2.08,79,7.6,141,56,1.6,97.8,53.2,46.8,11:10,16:44,0:10,38,6,6,0,8,8,0,0,0,14
Rob Klinkhammer,28,TOT,C,0.13,0.07,0.06,0.93,64,7.8,118,54.2,-0.5,98.6,38.3,61.7,11:13,10:45,0:00,69,5,5,0,4,4,0,0,0,9
Leo Komarov,28,TOR,C,0.42,0.13,0.29,1.35,84,9.5,138,60.9,-0.8,100.3,39.6,60.4,14:42,9:36,0:50,62,8,7,0,18,15,1,0,0.016,26
Lauri Korpikoski,28,ARI,LW,0.3,0.09,0.22,1.19,82,7.3,163,50.3,-5.5,95.9,45.3,54.7,15:15,13:25,0:01,69,6,1,5,15,11,3,0.072,0.043,21
David Krejci,28,BOS,C,0.66,0.15,0.51,1.49,70,10,141,49.6,-0.8,102.7,53,47,18:10,7:33,0:05,47,7,5,1,24,17,7,0.021,0.149,31
Nikolai Kulemin,28,NYI,LW,0.38,0.18,0.2,1.4,115,13,212,54.2,-1.3,99.7,49.1,50.9,14:52,9:50,0:00,82,15,12,0,16,15,0,0,0,31
Trevor Lewis,28,LAK,C,0.34,0.12,0.22,1.96,143,6.3,218,65.1,1.2,100,58,42,14:06,18:54,3:47,73,9,8,0,16,16,0,0,0,25
Andrew MacDonald,28,PHI,D,0.21,0.03,0.17,1.07,62,3.2,152,40.8,-1,99.1,53.8,46.2,20:01,12:36,0:56,58,2,1,1,10,6,4,0.017,0.069,12
Evgeni Malkin,28,PIT,C,1.01,0.41,0.61,3.07,212,13.2,387,54.8,4.2,100.5,56.9,43.1,18:58,11:17,1:52,69,28,19,9,42,25,17,0.13,0.246,70
Adam McQuaid,28,BOS,D,0.11,0.02,0.1,0.95,60,1.7,135,44.4,-3.9,99.8,49.1,50.9,18:26,10:09,0:29,63,1,1,0,6,6,0,0,0,7
Chris Mueller,28,NYR,C,0.29,0.14,0.14,1.43,10,10,17,58.8,-1.7,99.2,40.7,59.3,10:27,16:06,2:18,7,1,0,1,1,1,0,0.143,0,2
Nikita Nikitin,28,EDM,D,0.24,0.1,0.14,1.9,80,5,149,53.7,-0.7,95.6,51.2,48.8,19:38,8:05,0:00,42,4,2,2,6,5,1,0.048,0.024,10
Matt Niskanen,28,WSH,D,0.38,0.05,0.33,1.43,117,3.4,286,41.3,1.2,101,51.4,48.6,22:21,8:42,0:02,82,4,2,2,27,18,8,0.024,0.098,31
Steven Oleksy,28,WSH,D,0,0,0,1,1,0,2,50,-1.4,80,66.7,33.3,12:11,10:08,0:20,1,0,0,0,0,0,0,0,0,0
T.J. Oshie,28,STL,RW,0.76,0.26,0.5,2.25,162,11.7,289,56.1,0.4,101.8,45.3,54.7,18:50,14:36,1:41,72,19,16,3,36,26,10,0.042,0.139,55
Roman Polak,28,TOR,D,0.16,0.09,0.07,1.09,61,8.2,129,47.3,-4.2,96.6,40.5,59.5,21:05,16:01,1:51,56,5,5,0,4,4,0,0,0,9
Benoit Pouliot,28,EDM,LW,0.59,0.33,0.26,1.81,105,18.1,174,60.3,3.1,100.5,60.2,39.8,16:37,16:29,3:04,58,19,14,4,15,12,3,0.069,0.052,34
Nate Prosser,28,MIN,D,0.11,0.03,0.08,0.6,38,5.3,73,52.1,-4.3,99.6,38.2,61.8,12:48,11:06,0:06,63,2,2,0,5,5,0,0,0,7
Matt Read,28,PHI,RW,0.38,0.1,0.28,1.78,142,5.6,256,55.5,-3.7,101.1,41.4,58.6,17:34,8:18,0:00,80,8,6,2,22,18,3,0.025,0.038,30
Ryan Reaves,28,STL,RW,0.15,0.07,0.07,0.68,55,10.9,93,59.1,-8.1,100,48.8,51.2,8:31,12:44,2:13,81,6,6,0,6,6,0,0,0,12
Peter Regin,28,CHI,C,0.25,0,0.25,0.75,3,0,5,60,3.2,104.8,52.2,47.8,8:20,14:15,3:20,4,0,0,0,1,1,0,0,0,1
Jeff Schultz,28,LAK,D,0.11,0,0.11,0.78,7,0,16,43.8,-4.9,100.7,50,50,16:45,12:57,1:40,9,0,0,0,1,1,0,0,0,1
Andrej Sekera,28,TOT,D,0.32,0.04,0.27,1.37,100,3,270,37.4,3,98.1,49.8,50.2,21:59,14:30,3:02,73,3,2,1,20,14,5,0.014,0.068,23
Devin Setoguchi,28,CGY,RW,0,0,0,1,12,0,26,46.2,-0.2,89.9,47.7,52.3,12:09,11:54,0:06,12,0,0,0,0,0,0,0,0,0
Ladislav Smid,28,CGY,D,0.03,0,0.03,0.68,21,0,42,50,-4.6,94.9,40.8,59.2,13:58,15:06,0:54,31,0,0,0,1,1,0,0,0,1
Marc Staal,28,NYR,D,0.25,0.06,0.19,1.21,97,5.2,198,49,-4.8,102.5,43.5,56.5,21:08,12:18,0:00,80,5,5,0,15,13,0,0,0,20
Anton Stralman,28,TBL,D,0.48,0.11,0.37,1.68,138,6.5,278,50.4,5,100.5,53.8,46.2,21:57,14:43,0:09,82,9,7,2,30,18,12,0.024,0.146,39
Kris Versteeg,28,CHI,LW,0.56,0.23,0.33,2.2,134,10.4,228,58.8,0.6,102.3,67.4,32.6,15:51,9:18,0:08,61,14,12,2,20,17,3,0.033,0.049,34
Blake Wheeler,28,WPG,RW,0.77,0.33,0.44,3.09,244,10.7,416,58.7,2.7,102.6,52.1,47.9,19:40,14:24,3:23,79,26,20,2,35,24,10,0.025,0.127,61
Keith Yandle,28,TOT,D,0.62,0.07,0.55,2.76,232,2.6,479,48.4,1.3,97.2,58.7,41.3,22:55,10:21,0:15,84,6,4,2,46,19,27,0.024,0.321,52
Mike Angelidis,29,TBL,LW,0,0,0,0,0,,0,,3.8,100,75,25,7:21,10:37,1:54,3,0,0,0,0,0,0,0,0,0
