,,,,Per Game,Per Game,Per Game,Per Game,,,,,Corsi (EV),PDO (EV),Zone Starts (EV),Zone Starts (EV),Ice Time,Even Strength,Power Play,Scoring,Scoring,Goals,Goals,Scoring,Assists,Assists,Power Play,Power Play,Scoring
Artem Anisimov,28,CHI,C,0.7,0.34,0.36,1.64,105,21,191,55,-0.5,103.9,65.1,34.9,17:51,14:38,2:22,64,22,18,4,23,19,4,0.063,0.063,45
Ben Smith,28,TOT,RW,0.1,0.05,0.05,0.75,30,6.7,56,53.6,-11.6,98.4,24.6,75.4,11:28,9:16,0:00,40,2,2,0,2,2,0,0,0,4
Brad Marchand,28,BOS,LW,1.06,0.49,0.58,2.83,226,17.3,407,55.3,8.5,98.2,54.8,45.2,19:26,14:49,2:41,80,39,27,9,46,29,15,0.113,0.188,85
Brian Flynn,28,MTL,C,0.2,0.12,0.08,0.92,47,12.8,92,51.1,-6.1,102.5,31.8,68.2,12:04,10:28,0:02,51,6,6,0,4,4,0,0,0,10
Carl Hagelin,28,PIT,LW,0.36,0.1,0.26,2.1,128,4.7,199,63.8,3.7,100.8,57.4,42.6,15:29,13:07,0:06,61,6,6,0,16,15,0,0,0,22
Dale Weise,28,PHI,RW,0.23,0.13,0.11,1.47,94,8.5,144,65.3,2.9,98.8,50.1,49.9,12:53,11:54,0:58,64,8,7,1,7,6,1,0.016,0.016,15
David Perron,28,STL,LW,0.56,0.22,0.34,1.84,151,11.9,260,58.1,1.1,99.5,43.9,56.1,17:18,14:02,2:07,82,18,14,3,28,18,10,0.037,0.122,46
Eric Gryba,28,EDM,D,0.15,0.05,0.1,1.13,45,4.4,101,44.6,-0.4,98.4,51.5,48.5,16:08,14:48,0:01,40,2,2,0,4,4,0,0,0,6
Erik Johnson,28,COL,D,0.37,0.04,0.33,2.09,96,2.1,204,47.1,2.1,98.4,46.5,53.5,22:05,17:07,2:06,46,2,2,0,15,9,6,0,0.13,17
Jamie McGinn,28,ARI,LW,0.24,0.13,0.11,1.61,116,7.8,173,67.1,-0.2,96.6,53.4,46.6,13:10,12:11,0:58,72,9,9,0,8,6,2,0,0.028,17
Jason Demers,28,FLA,D,0.35,0.11,0.23,1.21,98,9.2,199,49.2,-2.7,98.4,49.8,50.2,19:37,16:14,1:37,81,9,9,0,19,12,5,0,0.062,28
Jonathan Toews,28,CHI,C,0.81,0.29,0.51,2.76,199,10.6,310,63.9,2.4,102.1,55.4,44.6,20:09,16:10,2:41,72,21,15,6,37,26,11,0.083,0.153,58
Jordan Staal,28,CAR,C,0.6,0.21,0.39,2.19,164,9.8,273,60.1,6.8,98,49.2,50.8,18:40,14:50,2:15,75,16,11,4,29,25,4,0.053,0.053,45
Justin Falk,28,BUF,D,0.15,0,0.15,0.63,33,0,86,38.4,5.2,98.9,50.3,49.7,13:42,12:56,0:00,52,0,0,0,8,8,0,0,0,8
Karl Alzner,28,WSH,D,0.16,0.04,0.12,0.99,81,3.7,162,50,-7.5,104.2,45.9,54.1,19:47,16:41,0:03,82,3,3,0,10,10,0,0,0,13
Kevin Shattenkirk,28,TOT,D,0.7,0.16,0.54,2.01,161,8.1,320,50.6,2.6,98.2,59.2,40.8,19:56,16:25,3:11,80,13,5,8,43,24,19,0.1,0.238,56
Korbinian Holzer,28,ANA,D,0.22,0.06,0.16,0.44,14,14.3,36,38.9,-11,103.1,45.9,54.1,13:31,12:37,0:02,32,2,2,0,5,5,0,0,0,7
Kyle Okposo,28,BUF,RW,0.69,0.29,0.4,2.4,156,12.2,283,54.8,0.8,100,46.6,53.4,18:58,15:38,3:12,65,19,12,7,26,10,16,0.108,0.246,45
Matt Bartkowski,28,CGY,D,0.08,0.04,0.04,0.67,16,6.3,49,32.7,-5.5,100.4,49.5,50.5,15:23,14:54,0:01,24,1,1,0,1,1,0,0,0,2
Matt Beleskey,28,BOS,LW,0.16,0.06,0.1,1.61,79,3.8,149,53,-1.1,93.9,53.8,46.2,13:16,11:19,1:26,49,3,3,0,5,3,2,0,0.041,8
Max Pacioretty,28,MTL,LW,0.83,0.43,0.4,3.31,268,13.1,500,53.6,4.4,101.1,58.1,41.9,19:11,15:28,2:42,81,35,26,8,32,26,5,0.099,0.062,67
Michael Frolik,28,CGY,RW,0.54,0.21,0.33,2.46,202,8.4,352,57.4,7.6,99.7,37.2,62.8,17:05,13:51,1:11,82,17,12,3,27,21,5,0.037,0.061,44
Michael Raffl,28,PHI,LW,0.21,0.15,0.06,1.21,63,12.7,112,56.3,2.8,97.7,56.8,43.2,13:16,13:07,0:06,52,8,8,0,3,3,0,0,0,11
Milan Lucic,28,EDM,LW,0.61,0.28,0.33,2.13,175,13.1,310,56.5,1.8,99.5,55.3,44.7,17:10,14:25,2:44,82,23,11,12,27,14,13,0.146,0.159,50
Nick Bonino,28,PIT,C,0.46,0.23,0.24,1.78,142,12.7,226,62.8,-4.9,99.4,43.2,56.8,16:39,12:37,1:43,80,18,11,6,19,14,5,0.075,0.063,37
Pat Maroon,28,EDM,LW,0.52,0.33,0.19,2.2,178,15.2,300,59.3,5,100.7,57.7,42.3,16:44,14:47,1:55,81,27,24,3,15,12,3,0.037,0.037,42
Patrick Kane,28,CHI,RW,1.09,0.41,0.67,3.56,292,11.6,491,59.5,2.8,102.7,64.4,35.6,21:24,17:54,3:24,82,34,27,7,55,39,16,0.085,0.195,89
Patrik Berglund,28,STL,C,0.41,0.28,0.13,1.87,153,15,275,55.6,1.8,98.6,41.5,58.5,15:59,13:19,1:25,82,23,19,4,11,7,4,0.049,0.049,34
Paul Thompson,28,FLA,RW,0.14,0,0.14,0.9,19,0,30,63.3,-12.5,98.9,52.5,47.5,7:54,7:53,0:00,21,0,0,0,3,3,0,0,0,3
Ryan White,28,TOT,C,0.25,0.14,0.11,0.92,60,15,103,58.3,-3.6,96.3,41.8,58.2,10:39,10:18,0:03,65,9,9,0,7,7,0,0,0,16
Shawn Matthias,28,WPG,LW,0.27,0.18,0.09,1.13,51,15.7,86,59.3,-1.5,100.1,40.1,59.9,13:34,11:59,0:03,45,8,7,0,4,4,0,0,0,12
Taylor Fedun,28,BUF,D,0.26,0,0.26,0.89,24,0,45,53.3,9.5,101.4,54.7,45.3,13:22,12:09,1:12,27,0,0,0,7,4,3,0,0.111,7
Tommy Wingels,28,TOT,C,0.16,0.1,0.07,1.11,81,8.6,116,69.8,-3.4,95.9,53.4,46.6,10:30,9:42,0:05,73,7,7,0,5,5,0,0,0,12
Wayne Simmonds,28,PHI,RW,0.66,0.38,0.28,2.73,224,13.8,397,56.4,-1.3,97,59.9,40.1,18:58,13:44,3:42,82,31,13,16,23,14,9,0.195,0.11,54
Yannick Weber,28,NSH,D,0.11,0.01,0.1,0.99,72,1.4,152,47.4,-4.6,100.2,57.1,42.9,11:55,11:34,0:09,73,1,1,0,7,7,0,0,0,8
Zach Redmond,28,MTL,D,0.31,0,0.31,0.75,12,0,35,34.3,0.4,103.5,48.5,51.5,12:19,12:13,0:00,16,0,0,0,5,5,0,0,0,5
Zack Smith,28,OTT,C,0.43,0.22,0.22,1.85,137,11.7,245,55.9,2.9,99.6,49,51,16:23,13:01,1:23,74,16,11,1,16,16,0,0.014,0,32
Alec Martinez,29,LAK,D,0.48,0.11,0.37,1.76,144,6.3,333,43.2,-0.7,95.4,54.8,45.2,21:38,17:16,2:10,82,9,6,2,30,17,13,0.024,0.159,39
Andrew Cogliano,29,ANA,LW,0.43,0.2,0.23,2.17,178,9,293,61.1,6,99.8,44.4,55.6,15:08,13:17,0:04,82,16,13,0,19,18,0,0,0,35
Anze Kopitar,29,LAK,C,0.68,0.16,0.53,1.97,150,8,290,51.7,-0.3,97.7,52.6,47.4,20:46,15:52,3:00,76,12,7,5,40,25,14,0.066,0.184,52
Bobby Ryan,29,OTT,RW,0.4,0.21,0.19,1.79,111,11.7,228,48.7,1.3,100,51,49,15:32,13:06,2:24,62,13,11,2,12,9,3,0.032,0.048,25
Bryan Little,29,WPG,C,0.8,0.36,0.44,2.02,119,17.6,189,63,1.8,98.9,53.1,46.9,17:33,14:10,2:14,59,21,15,6,26,20,6,0.102,0.102,47
Cal Clutterbuck,29,NYI,RW,0.3,0.08,0.23,1.74,115,4.3,199,57.8,0.2,100.8,37.7,62.3,14:00,11:29,0:25,66,5,5,0,15,14,1,0,0.015,20
Chris Stewart,29,MIN,RW,0.27,0.16,0.1,1.04,82,15.9,133,61.7,-10.7,103.6,60.4,39.6,10:23,10:13,0:09,79,13,13,0,8,6,2,0,0.025,21
Chris VandeVelde,29,PHI,C,0.19,0.07,0.11,0.85,69,8.7,121,57,-5.7,99.1,45.6,54.4,11:34,9:00,0:03,81,6,6,0,9,9,0,0,0,15
Claude Giroux,29,PHI,C,0.71,0.17,0.54,2.43,199,7,366,54.4,3.5,96.9,57.6,42.4,19:07,15:07,3:44,82,14,9,5,44,17,26,0.061,0.317,58
Cody Franson,29,BUF,D,0.28,0.04,0.24,1.37,93,3.2,200,46.5,4.3,99,46.3,53.7,18:29,16:10,1:27,68,3,2,1,16,15,1,0.015,0.015,19
David Schlemko,29,SJS,D,0.29,0.03,0.26,1.9,118,1.7,254,46.5,2.2,99.6,56.8,43.2,16:45,14:42,1:28,62,2,1,1,16,14,2,0.016,0.032,18
Derick Brassard,29,OTT,C,0.48,0.17,0.31,2.41,195,7.2,337,57.9,7.9,100.2,55.6,44.4,17:23,14:45,2:32,81,14,11,3,25,21,4,0.037,0.049,39
Harry Zolnierczyk,29,NSH,LW,0.17,0.08,0.08,0.79,19,10.5,32,59.4,-14.1,100.6,42.9,57.1,8:52,8:49,0:00,24,2,2,0,2,2,0,0,0,4
Jack Skille,29,VAN,RW,0.16,0.09,0.07,1.33,73,6.8,121,60.3,1.3,100.5,46.5,53.5,8:48,8:43,0:03,55,5,5,0,4,4,0,0,0,9
Jakub Kindl,29,FLA,D,0.1,0,0.1,1.05,41,0,77,53.2,-3,97,48.3,51.7,14:41,14:13,0:16,39,0,0,0,4,4,0,0,0,4
James Neal,29,NSH,RW,0.59,0.33,0.26,2.89,202,11.4,337,59.6,2.2,98.3,56.4,43.6,17:42,14:53,2:44,70,23,18,5,18,10,8,0.071,0.114,41
Jeff Petry,29,MTL,D,0.35,0.1,0.25,2.15,172,4.7,361,47.6,3.2,99.6,47.8,52.2,22:07,18:31,1:44,80,8,6,2,20,15,5,0.025,0.063,28
Jordie Benn,29,TOT,D,0.24,0.06,0.18,0.96,68,5.9,180,37.8,-1,99.5,46.1,53.9,18:17,14:55,0:59,71,4,4,0,13,10,2,0,0.028,17
Jori Lehtera,29,STL,C,0.34,0.11,0.23,1.05,67,10.4,100,67,0.6,98.6,64.4,35.6,15:11,13:22,1:21,64,7,7,0,15,12,3,0,0.047,22
Justin Abdelkader,29,DET,LW,0.33,0.11,0.22,1.63,104,6.7,160,65,-2.1,96.4,46.3,53.7,16:40,13:07,2:19,64,7,2,5,14,11,2,0.078,0.031,21
Justin Braun,29,SJS,D,0.16,0.05,0.11,1.17,95,4.2,237,40.1,-7,100.2,41.3,58.7,20:05,17:43,0:07,81,4,4,0,9,7,0,0,0,13
Kevan Miller,29,BOS,D,0.22,0.05,0.17,0.84,49,6.1,105,46.7,-1.7,98,55.6,44.4,17:48,15:44,0:03,58,3,3,0,10,9,0,0,0,13
Kris Letang,29,PIT,D,0.83,0.12,0.71,2.98,122,4.1,227,53.7,3,99.8,54.8,45.2,25:31:00,19:42,3:40,41,5,3,2,29,16,12,0.049,0.293,34
Kris Russell,29,EDM,D,0.19,0.01,0.18,1,68,1.5,165,41.2,-4.4,100.4,47,53,21:13,18:35,0:18,68,1,1,0,12,11,1,0,0.015,13
Marc-Edouard Vlasic,29,SJS,D,0.37,0.08,0.29,1.92,144,4.2,314,45.2,-5.4,100.6,44.7,55.3,21:14,17:06,1:54,75,6,5,1,22,15,6,0.013,0.08,28
Martin Hanzal,29,TOT,C,0.55,0.28,0.27,2.38,169,11.8,272,62.1,3.2,97.2,42.5,57.5,17:43,13:53,2:28,71,20,15,5,19,15,4,0.07,0.056,39
Mathieu Perreault,29,WPG,C,0.69,0.2,0.49,2.06,134,9.7,218,61.5,4.3,97.4,53,47,16:17,13:37,2:38,65,13,10,3,32,20,12,0.046,0.185,45
Mats Zuccarello,29,NYR,RW,0.74,0.19,0.55,2.36,189,7.9,327,57.8,5.5,101.5,54.1,45.9,18:50,15:38,2:43,80,15,10,5,44,35,9,0.063,0.113,59
Matt Irwin,29,NSH,D,0.19,0.04,0.15,1.32,98,3.1,217,45.2,-0.7,101.9,52.5,47.5,16:16,15:00,0:01,74,3,3,0,11,9,0,0,0,14
Michael Grabner,29,NYR,RW,0.53,0.36,0.17,2.13,162,16.7,263,61.2,-4.1,104.9,43.2,56.8,14:06,12:19,0:04,76,27,26,0,13,11,0,0,0,40
Nick Foligno,29,CBJ,LW,0.65,0.33,0.32,2.34,185,14.1,280,66.1,1.6,98.9,57.4,42.6,18:26,15:08,2:41,79,26,15,11,25,15,10,0.139,0.127,51
Nick Holden,29,NYR,D,0.43,0.14,0.29,1.05,84,13.1,225,37.3,-1.2,102.4,41.6,58.4,20:37,18:18,0:36,80,11,8,3,23,21,1,0.038,0.013,34
Nicklas Backstrom,29,WSH,C,1.05,0.28,0.77,1.98,162,14.2,268,60.1,-1.1,102.6,53,47,18:16,14:30,3:03,82,23,15,8,63,36,27,0.098,0.329,86
Niklas Hjalmarsson,29,CHI,D,0.25,0.07,0.18,0.84,61,8.2,135,45.2,-1.4,102.4,43.8,56.2,21:30,18:35,0:05,73,5,5,0,13,12,0,0,0,18
Phil Kessel,29,PIT,RW,0.85,0.28,0.57,2.79,229,10,406,56.2,-3.5,101.6,63.8,36.2,17:56,14:22,3:32,82,23,15,8,47,25,22,0.098,0.268,70
Sidney Crosby,29,PIT,C,1.19,0.59,0.6,3.4,255,17.3,411,62,5.1,101.7,61.2,38.8,19:53,16:09,3:35,75,44,30,14,45,34,11,0.187,0.147,89
Taylor Chorney,29,WSH,D,0.28,0.06,0.22,1.06,19,5.3,34,55.9,-3,108,55.4,44.6,14:16,13:33,0:00,18,1,1,0,4,4,0,0,0,5
Tom Pyatt,29,OTT,LW,0.28,0.11,0.17,1.16,95,9.5,164,57.9,-6.5,101.8,44,56,15:38,13:22,0:08,82,9,9,0,14,12,0,0,0,23
Adam McQuaid,30,BOS,D,0.13,0.03,0.1,0.83,64,3.1,136,47.1,-1.8,98.6,52.1,47.9,18:15,15:46,0:03,77,2,2,0,8,7,0,0,0,10
Alexander Edler,30,VAN,D,0.31,0.09,0.22,2.03,138,4.3,309,44.7,1.2,97.9,50,50,24:19:00,19:40,2:03,68,6,4,2,15,13,2,0.029,0.029,21
Alexander Radulov,30,MTL,RW,0.71,0.24,0.47,1.93,147,12.2,283,52.3,2.3,101.3,62.5,37.5,18:17,15:24,2:49,76,18,12,6,36,26,10,0.079,0.132,54
Alexei Emelin,30,MTL,D,0.13,0.03,0.11,1.08,82,2.4,200,41,-3.5,100.5,43.5,56.5,21:19,18:38,0:03,76,2,2,0,8,8,0,0,0,10
Andrej Sekera,30,EDM,D,0.44,0.1,0.34,1.6,128,6.3,319,40.1,-0.4,101.3,50.9,49.1,21:29,17:15,2:12,80,8,6,1,27,17,10,0.013,0.125,35
Andrew Desjardins,30,CHI,LW,0.02,0,0.02,1,46,0,84,54.8,-1,96.4,40.1,59.9,9:24,8:44,0:00,46,0,0,0,1,1,0,0,0,1
Andrew MacDonald,30,PHI,D,0.25,0.03,0.22,0.89,65,3.1,159,40.9,-4,99.8,46.1,53.9,20:06,17:08,0:06,73,2,2,0,16,15,0,0,0,18
Anton Stralman,30,TBL,D,0.3,0.07,0.23,1.78,130,3.8,257,50.6,-1.7,100.2,50.9,49.1,22:54,18:35,1:41,73,5,4,1,17,11,6,0.014,0.082,22
Benoit Pouliot,30,EDM,LW,0.21,0.12,0.09,1.15,77,10.4,146,52.7,-2.3,99.3,55.5,44.5,14:03,11:49,0:51,67,8,8,0,6,6,0,0,0,14
Blake Comeau,30,COL,LW,0.26,0.1,0.16,1.34,103,7.8,197,52.3,2.7,96.1,45.6,54.4,14:59,12:27,0:37,77,8,5,2,12,12,0,0.026,0,20
Blake Wheeler,30,WPG,RW,0.9,0.32,0.59,3.16,259,10,419,61.8,8.4,98.5,52.6,47.4,20:09,15:48,2:56,82,26,19,5,48,31,16,0.061,0.195,74
Brandon Dubinsky,30,CBJ,C,0.51,0.15,0.36,1.44,115,10.4,203,56.2,-1.7,102.1,41.8,58.2,17:54,14:45,1:25,80,12,10,1,29,26,3,0.013,0.038,41
Carl Gunnarsson,30,STL,D,0.11,0,0.11,0.57,32,0,72,44.4,-1.2,97.9,52.9,47.1,13:36,12:46,0:00,56,0,0,0,6,6,0,0,0,6
Darren Helm,30,DET,C,0.34,0.16,0.18,1.96,98,8.2,166,59,0,99.3,49.9,50.1,15:22,12:52,0:50,50,8,6,2,9,6,2,0.04,0.04,17
David Desharnais,30,TOT,C,0.29,0.12,0.16,0.94,46,13,72,63.9,0.5,102,59.1,40.9,12:28,11:26,0:59,49,6,6,0,8,6,2,0,0.041,14
David Krejci,30,BOS,C,0.66,0.28,0.38,1.93,158,14.6,310,51,-0.9,97,53.6,46.4,18:16,15:14,2:31,82,23,15,8,31,25,6,0.098,0.073,54
Derek Ryan,30,CAR,C,0.43,0.16,0.27,1.09,73,15.1,136,53.7,0.1,98.8,59,41,14:53,12:19,2:07,67,11,6,4,18,14,4,0.06,0.06,29
Devin Setoguchi,30,LAK,RW,0.27,0.09,0.18,1.33,60,6.7,110,54.5,1.8,96.3,59.1,40.9,12:27,11:51,0:34,45,4,4,0,8,7,1,0,0.022,12
Evgeni Malkin,30,PIT,C,1.16,0.53,0.63,3.08,191,17.3,314,61.1,1.6,103.3,70.6,29.4,18:37,14:54,3:40,62,33,22,11,39,27,12,0.177,0.194,72
Jack Johnson,30,CBJ,D,0.28,0.06,0.22,1.41,116,4.3,224,51.8,-2.5,102,39.7,60.3,21:49,19:09,0:14,82,5,4,1,18,16,1,0.012,0.012,23
Jannik Hansen,30,TOT,RW,0.47,0.19,0.28,1.7,73,11,132,55.3,-0.7,100,56,44,16:03,14:22,0:11,43,8,8,0,12,12,0,0,0,20
Jared Boll,30,ANA,RW,0.06,0,0.06,0.25,13,0,26,50,-12.4,100.9,56,44,5:49,5:46,0:02,51,0,0,0,3,3,0,0,0,3
Keith Yandle,30,FLA,D,0.5,0.06,0.44,2.17,178,2.8,394,45.4,0.2,99.7,56.2,43.8,22:02,17:15,3:05,82,5,3,2,36,19,16,0.024,0.195,41
Kris Versteeg,30,CGY,RW,0.54,0.22,0.32,1.97,136,11,254,53.5,-3.2,101.3,56.8,43.2,14:44,12:09,2:32,69,15,7,8,22,14,8,0.116,0.116,37
Lauri Korpikoski,30,TOT,LW,0.29,0.12,0.17,1.57,108,7.4,178,60.7,-5.5,102,47,53,12:24,10:47,0:16,69,8,8,0,12,11,0,0,0,20
Leo Komarov,30,TOR,C,0.39,0.17,0.22,1.39,114,12.3,178,64,-2.2,101.9,36.4,63.6,17:04,12:49,2:08,82,14,9,4,18,11,6,0.049,0.073,32
Marc Staal,30,NYR,D,0.14,0.04,0.1,0.97,70,4.3,146,47.9,-2.1,101.8,43,57,19:11,17:10,0:02,72,3,3,0,7,6,0,0,0,10
Matt Niskanen,30,WSH,D,0.5,0.06,0.44,1.97,154,3.2,340,45.3,3.3,101.7,49.4,50.6,22:11,17:47,1:47,78,5,4,1,34,25,8,0.013,0.103,39
Matt Read,30,PHI,RW,0.3,0.16,0.14,1.46,92,10.9,161,57.1,3.6,100.2,49.3,50.7,13:48,12:14,0:39,63,10,7,2,9,9,0,0.032,0,19
Micheal Haley,30,SJS,C,0.21,0.03,0.17,0.64,37,5.4,86,44.2,-4,102.3,54,46,9:11,9:00,0:01,58,2,2,0,10,10,0,0,0,12
Nate Prosser,30,MIN,D,0.18,0.05,0.13,0.51,20,10,52,38.5,-3.8,100.7,46.5,53.5,12:44,12:06,0:00,39,2,2,0,5,4,1,0,0.026,7
Nikolai Kulemin,30,NYI,LW,0.32,0.17,0.15,1.03,74,16.2,146,50.7,-1,100.9,35.1,64.9,13:49,11:47,0:09,72,12,10,1,11,9,1,0.014,0.014,23
Patric Hornqvist,30,PIT,RW,0.63,0.3,0.33,3.19,223,9.4,326,68.4,6.1,101.3,56.3,43.7,15:57,12:55,3:00,70,21,11,10,23,16,7,0.143,0.1,44
Roman Polak,30,TOR,D,0.15,0.05,0.09,0.85,64,6.3,164,38.4,-4.7,101.9,44.3,55.7,17:55,14:59,0:01,75,4,4,0,7,7,0,0,0,11
Ryan Reaves,30,STL,RW,0.16,0.09,0.08,0.73,58,12.1,104,54.8,-4.4,101.9,25.7,74.3,8:53,8:51,0:01,80,7,7,0,6,6,0,0,0,13
T.J. Oshie,30,WSH,RW,0.82,0.49,0.34,2.1,143,23.1,250,57.2,-0.2,104.9,53,47,17:51,13:57,2:54,68,33,25,7,23,15,6,0.103,0.088,56
Trevor Lewis,30,LAK,C,0.29,0.15,0.15,1.77,145,8.3,248,58.5,0.6,97.2,53.2,46.8,14:16,12:51,0:11,82,12,11,1,12,11,1,0.012,0.012,24
Tyler Bozak,30,TOR,C,0.71,0.23,0.47,1.86,145,12.4,238,60.9,1.4,100.4,52.5,47.5,16:26,14:00,2:24,78,18,11,7,37,26,11,0.09,0.141,55
Adam Cracknell,31,DAL,RW,0.23,0.14,0.09,1.26,87,11.5,170,51.2,2,101.5,49.7,50.3,10:28,9:50,0:06,69,10,9,0,6,6,0,0,0,16
Alex Goligoski,31,ARI,D,0.44,0.07,0.37,1.37,112,5.4,235,47.7,1.2,100.1,44.6,55.4,23:20,18:41,2:10,82,6,4,1,30,22,7,0.012,0.085,36
Alex Ovechkin,31,WSH,LW,0.84,0.4,0.44,3.82,313,10.5,582,53.8,-0.3,100.7,58.8,41.2,18:22,14:36,3:43,82,33,16,17,36,27,9,0.207,0.11,69
Andrew Ladd,31,NYI,LW,0.4,0.29,0.1,1.82,142,16.2,277,51.3,-0.5,98.7,52.2,47.8,16:11,13:14,2:05,78,23,19,3,8,6,2,0.038,0.026,31
Brad Richardson,31,ARI,RW,0.56,0.31,0.25,1.56,25,20,44,56.8,-2.4,99.4,30.7,69.3,15:21,13:07,0:11,16,5,3,0,4,3,0,0,0,9
Braydon Coburn,31,TBL,D,0.15,0.06,0.09,1.28,102,4.9,220,46.4,-1.1,99.7,39.1,60.9,16:44,14:36,0:04,80,5,4,0,7,7,0,0,0,12
Brent Burns,31,SJS,D,0.93,0.35,0.57,3.9,320,9.1,609,52.7,5.2,101.2,58.5,41.5,24:52:00,19:35,3:36,82,29,21,8,47,29,17,0.098,0.207,76
Brent Seabrook,31,CHI,D,0.49,0.04,0.46,1.66,131,2.3,298,44,-0.1,101.8,55.2,44.8,21:54,17:18,2:41,79,3,1,2,36,24,12,0.025,0.152,39
Carl Soderberg,31,COL,C,0.18,0.08,0.1,1.6,128,4.7,210,60,-3.2,96.1,47,53,13:27,11:46,0:58,80,6,5,1,8,7,1,0.013,0.013,14
Corey Perry,31,ANA,RW,0.65,0.23,0.41,2.62,215,8.8,385,55.8,1.1,101.1,51.6,48.4,17:43,14:48,2:52,82,19,14,5,34,19,15,0.061,0.183,53
Daniel Winnik,31,WSH,LW,0.35,0.17,0.18,1.14,82,14.6,133,61.7,-2,104.1,39.9,60.1,12:55,10:20,0:02,72,12,10,0,13,13,0,0,0,25
Dion Phaneuf,31,OTT,D,0.37,0.11,0.26,1.93,156,5.8,310,50.3,-2.4,99.4,49.1,50.9,23:02,18:01,2:34,81,9,4,4,21,9,12,0.049,0.148,30
Drew Stafford,31,TOT,RW,0.36,0.14,0.22,1.88,109,7.3,155,70.3,-4,103,52.3,47.7,13:36,12:04,1:19,58,8,5,3,13,12,1,0.052,0.017,21
Dustin Byfuglien,31,WPG,D,0.65,0.16,0.49,3.01,241,5.4,452,53.3,3.3,100.4,49.1,50.9,27:27:00,21:47,3:18,80,13,12,1,39,24,13,0.013,0.163,52
Eric Fehr,31,TOT,C,0.21,0.11,0.09,1.17,62,9.7,97,63.9,-9.4,102.6,23.1,76.9,10:56,8:52,0:15,53,6,6,0,5,5,0,0,0,11
Jay Beagle,31,WSH,RW,0.37,0.16,0.21,1.23,100,13,158,63.3,-7.4,105.6,31.1,68.9,13:38,10:46,0:05,81,13,12,0,17,15,0,0,0,30
Kyle Quincey,31,TOT,D,0.21,0.08,0.12,1.08,79,7.6,163,48.5,-1.1,100.7,48.9,51.1,17:54,15:42,0:15,73,6,6,0,9,9,0,0,0,15
Loui Eriksson,31,VAN,LW,0.37,0.17,0.2,2.03,132,8.3,212,62.3,3.4,98.6,50.5,49.5,18:41,10:20,0:06,65,11,6,5,13,10,2,0.077,0.031,24
Marc Methot,31,OTT,D,0.18,0,0.18,1.01,69,0,113,61.1,-1.2,101.5,49.3,50.7,19:49,17:41,0:03,68,0,0,0,12,12,0,0,0,12
Mark Letestu,31,EDM,C,0.45,0.21,0.24,1.54,120,13.3,223,54.3,-5.7,100.3,34.9,65.1,14:14,9:49,2:16,78,16,3,11,19,15,3,0.141,0.038,35
Matt Hunwick,31,TOR,D,0.26,0.01,0.25,1.01,73,1.4,174,42,-2.1,101.2,45.8,54.2,17:59,15:15,0:04,72,1,1,0,18,18,0,0,0,19
Mike Green,31,DET,D,0.5,0.19,0.31,1.74,125,11.2,284,44,-0.1,98.1,51.9,48.1,23:33,20:12,2:44,72,14,11,3,22,15,7,0.042,0.097,36
Patrice Bergeron,31,BOS,C,0.67,0.27,0.41,3.82,302,7,480,62.9,9.7,97.3,54.7,45.3,19:25,14:18,2:57,79,21,13,8,32,20,9,0.101,0.114,53
Paul Stastny,31,STL,C,0.61,0.27,0.33,1.7,112,16.1,172,65.1,0.1,100.9,46.2,53.8,19:08,14:55,2:34,66,18,13,5,22,14,8,0.076,0.121,40
Pierre-Edouard Bellemare,31,PHI,LW,0.1,0.05,0.05,1.1,90,4.4,172,52.3,-5.6,100.8,46.2,53.8,12:58,10:09,0:03,82,4,4,0,4,3,0,0,0,8
Ryan Callahan,31,TBL,RW,0.22,0.11,0.11,1.22,22,9.1,42,52.4,-4.5,96.6,43.8,56.2,14:09,11:54,0:14,18,2,2,0,2,2,0,0,0,4
Ryan Garbutt,31,ANA,LW,0.11,0.07,0.04,0.96,26,7.7,57,45.6,-6.8,98.3,58.6,41.4,9:10,7:55,0:04,27,2,2,0,1,0,0,0,0,3
Ryan Getzlaf,31,ANA,C,0.99,0.2,0.78,1.86,138,10.9,288,47.9,1,101.6,47.8,52.2,21:04,16:18,3:04,74,15,7,6,58,43,14,0.081,0.189,73
Shea Weber,31,MTL,D,0.54,0.22,0.32,2.35,183,9.3,411,44.5,-1.6,102.3,46.8,53.2,25:04:00,18:50,3:13,78,17,5,12,25,13,10,0.154,0.128,42
Travis Zajac,31,NJD,C,0.56,0.18,0.39,1.58,126,11.1,195,64.6,3.6,98.8,45.6,54.4,19:44,14:45,2:32,80,14,7,6,31,24,6,0.075,0.075,45
Troy Brouwer,31,CGY,RW,0.34,0.18,0.16,1.16,86,15.1,153,56.9,-7.6,100,53,47,16:13,12:15,2:24,74,13,7,5,12,5,6,0.068,0.081,25
Viktor Stalberg,31,TOT,LW,0.21,0.15,0.07,1.35,101,10.9,181,55.8,-1.2,97.2,53.5,46.5,12:12,10:29,0:21,75,11,8,1,5,4,1,0.013,0.013,16
Alex Steen,32,STL,LW,0.67,0.21,0.46,1.54,117,13.7,228,51.3,-3.1,101,50.2,49.8,19:18,14:31,2:54,76,16,13,3,35,22,13,0.039,0.171,51
Ben Lovejoy,32,NJD,D,0.09,0.01,0.07,1.02,84,1.2,149,56.4,-6.3,99.9,31.5,68.5,20:46,17:22,0:08,82,1,1,0,6,6,0,0,0,7
